Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system: Equatorial
name|t90|t90_error|t90_start|fluence|fluence_error|flnc_band_ampl|flnc_band_ampl_pos_err|flnc_band_ampl_neg_err|flnc_band_epeak|flnc_band_epeak_pos_err|flnc_band_epeak_neg_err|flnc_band_alpha|flnc_band_alpha_pos_err|flnc_band_alpha_neg_err|flnc_band_beta|flnc_band_beta_pos_err|flnc_band_beta_neg_err|pflx_comp_epeak|pflx_comp_epeak_pos_err|pflx_comp_epeak_neg_err|pflx_comp_index|pflx_comp_index_pos_err|pflx_comp_index_neg_err|pflx_comp_pivot|pflx_comp_pivot_pos_err|pflx_comp_pivot_neg_err|pflx_band_epeak|pflx_band_epeak_pos_err|pflx_band_epeak_neg_err|pflx_band_alpha|pflx_band_alpha_pos_err|pflx_band_alpha_neg_err|pflx_band_beta|pflx_band_beta_pos_err|pflx_band_beta_neg_err|flnc_comp_epeak|flnc_comp_epeak_pos_err|flnc_comp_epeak_neg_err|flnc_comp_index|flnc_comp_index_pos_err|flnc_comp_index_neg_err|flnc_comp_pivot|flnc_comp_pivot_pos_err|flnc_comp_pivot_neg_err
GRB110706477|73.217|14.612|-2.560|6.7157e-06|7.0660e-08|2.014107e-02|4.737239e-03|4.737239e-03|1.113520e+02|1.710338e+01|1.710338e+01|-4.466816e-01|1.423745e-01|1.423745e-01|-1.783124e+00|5.570185e-02|5.570185e-02|2.531987e+02|3.983508e+01|3.983508e+01|-6.106018e-01|1.684981e-01|1.684981e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.584429e+02|4.922438e+01|4.922438e+01|-6.229595e-01|1.552190e-01|1.552190e-01|-4.153966e+00|1.494279e+01|1.494279e+01|2.271358e+02|2.247508e+01|2.247508e+01|-9.132876e-01|5.862749e-02|5.862749e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB140701833|6.912|0.923|-1.792|2.6090e-06|5.1773e-08|1.073954e-02|1.319185e-03|1.319185e-03|1.880462e+02|2.290721e+01|2.290721e+01|-1.100716e+00|8.702135e-02|8.702135e-02|-9.563599e+00|1.896038e+04|1.896038e+04|2.533908e+02|3.035890e+01|3.035890e+01|-7.891001e-01|1.128526e-01|1.128526e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.546380e+02|3.640480e+01|3.640480e+01|-7.910601e-01|1.109088e-01|1.109088e-01|-9.850615e+00|1.213546e+04|1.213546e+04|1.887130e+02|2.342482e+01|2.342482e+01|-1.094733e+00|9.168601e-02|9.168601e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB160224911|0.384|1.778|-0.064|1.2062e-07|2.2820e-08|1.473641e-02|5.775263e-03|5.775263e-03|4.001886e+02|2.263911e+02|2.263911e+02|-7.507496e-01|3.804605e-01|3.804605e-01|-4.497364e+00|6.823012e+01|6.823012e+01|2.548823e+02|1.430902e+02|1.430902e+02|-4.482065e-01|7.492508e-01|7.492508e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.325182e+02|1.089202e+02|1.089202e+02|3.067498e-01|1.923400e+00|1.923400e+00|-2.024692e+00|7.298654e-01|7.298654e-01|3.736395e+02|1.860454e+02|1.860454e+02|-7.230859e-01|3.852264e-01|3.852264e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB151114645|34.816|1.950|-1.792|2.2018e-06|5.4836e-08|2.914209e-03|1.901777e-03|1.901777e-03|3.020649e+02|2.569983e+02|2.569983e+02|-7.369337e-01|4.979373e-01|4.979373e-01|-3.305801e+00|1.774711e+01|1.774711e+01|2.550434e+02|7.801347e+01|7.801347e+01|1.614487e+00|1.811377e+00|1.811377e+00|1.000000e+02|0.000000e+00|0.000000e+00|2.546207e+02|8.036175e+01|8.036175e+01|1.629477e+00|1.840074e+00|1.840074e+00|-1.754121e+01|6.856519e+06|6.856519e+06|2.771942e+02|1.725964e+02|1.725964e+02|-6.958200e-01|4.766130e-01|4.766130e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB090411838|21.501|3.237|0.003|6.6659e-06|1.0262e-07|2.267435e-02|7.455500e-03|7.455500e-03|1.199402e+02|1.771423e+01|1.771423e+01|-5.278348e-01|2.155077e-01|2.155077e-01|-1.688969e+00|5.846333e-02|5.846333e-02|2.551668e+02|3.925317e+01|3.925317e+01|-7.218032e-01|1.266645e-01|1.266645e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.616183e+02|3.976348e+01|3.976348e+01|-4.242302e-01|2.184376e-01|2.184376e-01|-1.973933e+00|2.476195e-01|2.476195e-01|3.173603e+02|3.386603e+01|3.386603e+01|-1.001945e+00|4.987287e-02|4.987287e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB091103912|13.568|6.023|-2.048|5.6047e-06|1.0918e-07|9.783893e-03|1.004357e-03|1.004357e-03|1.978482e+02|2.542569e+01|2.542569e+01|-1.041097e+00|6.902254e-02|6.902254e-02|-2.125813e+00|2.100635e-01|2.100635e-01|2.553397e+02|3.087822e+01|3.087822e+01|-7.329319e-01|1.122932e-01|1.122932e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.579891e+02|6.677673e+01|6.677673e+01|-7.374768e-01|1.082085e-01|1.082085e-01|-6.235486e+00|1.831772e+02|1.831772e+02|2.451239e+02|2.478209e+01|2.478209e+01|-1.108570e+00|5.742204e-02|5.742204e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB090310189|116.930|1.056|-0.384|5.5426e-06|6.2044e-08|9.092490e-03|1.465918e-03|1.465918e-03|1.277811e+02|1.227051e+01|1.227051e+01|-8.785759e-01|9.413925e-02|9.413925e-02|-8.780624e+00|4.440253e+03|4.440253e+03|2.558905e+02|4.284605e+01|4.284605e+01|-3.540214e-01|2.176119e-01|2.176119e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.626993e+02|5.012425e+01|5.012425e+01|-3.679400e-01|2.057304e-01|2.057304e-01|-1.607849e+01|1.637279e+07|1.637279e+07|1.296355e+02|1.089139e+01|1.089139e+01|-8.868557e-01|8.734941e-02|8.734941e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB120323162|4.352|0.724|-0.768|1.4084e-06|1.9992e-08|1.444331e-02|3.950220e-03|3.950220e-03|1.456476e+02|3.429927e+01|3.429927e+01|-6.621565e-01|1.903354e-01|1.903354e-01|-1.818791e+00|1.611583e-01|1.611583e-01|2.562528e+02|3.265918e+01|3.265918e+01|-6.217654e-01|1.231857e-01|1.231857e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.524354e+02|2.987245e+01|2.987245e+01|-2.398265e-01|2.390816e-01|2.390816e-01|-1.848383e+00|1.508568e-01|1.508568e-01|2.332968e+02|3.437616e+01|3.437616e+01|-8.891721e-01|1.109134e-01|1.109134e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB180219482|108.034|0.923|5.888|4.4992e-05|1.9505e-07|1.532999e-02|7.411412e-04|7.411412e-04|1.364519e+02|5.595563e+00|5.595563e+00|-1.223579e+00|2.812251e-02|2.812251e-02|-2.669000e+00|0.000000e+00|0.000000e+00|2.566505e+02|2.151248e+01|2.151248e+01|-8.635959e-01|7.372236e-02|7.372236e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.525565e+02|2.505472e+01|2.505472e+01|-8.555129e-01|7.492012e-02|7.492012e-02|-3.494164e+00|6.044542e+02|6.044542e+02|1.591117e+02|6.576309e+00|6.576309e+00|-1.295531e+00|2.331591e-02|2.331591e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB090719063|11.392|0.466|0.896|4.6848e-05|1.5783e-07|4.878526e-02|1.255918e-03|1.255918e-03|2.558756e+02|7.248764e+00|7.248764e+00|-7.308776e-01|1.933193e-02|1.933193e-02|-3.053171e+00|3.278029e-01|3.278029e-01|2.567768e+02|7.500168e+00|7.500168e+00|-3.770105e-01|3.848320e-02|3.848320e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.450082e+02|1.084141e+01|1.084141e+01|-3.393838e-01|4.634550e-02|4.634550e-02|-3.261256e+00|5.814369e-01|5.814369e-01|2.652278e+02|5.565918e+00|5.565918e+00|-7.472051e-01|1.729131e-02|1.729131e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB100527795|190.979|6.759|-81.665|1.4400e-05|5.4461e-08|8.531918e-03|9.328703e-04|9.328703e-04|1.322005e+02|3.418377e+01|3.418377e+01|-1.072855e+00|5.642331e-02|5.642331e-02|-4.779938e+00|1.856329e+01|1.856329e+01|2.570397e+02|3.646959e+01|3.646959e+01|-7.647918e-01|1.225975e-01|1.225975e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.275613e+02|6.571287e+01|6.571287e+01|-7.068579e-01|1.596425e-01|1.596425e-01|-2.413589e+00|1.493909e+01|1.493909e+01|1.319315e+02|8.662720e+00|8.662720e+00|-1.070048e+00|5.892563e-02|5.892563e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB180614327|9.216|2.573|-8.960|4.1260e-07|2.3483e-08|2.745285e-03|6.801503e-04|6.801503e-04|5.080985e+02|4.131982e+02|4.131982e+02|-1.126119e+00|1.628504e-01|1.628504e-01|-2.189161e+00|1.288009e+00|1.288009e+00|2.574561e+02|9.816022e+01|9.816022e+01|-9.776540e-01|3.881002e-01|3.881002e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.692337e+02|2.182733e+02|2.182733e+02|-1.000471e+00|3.805519e-01|3.805519e-01|-1.529297e+01|5.163174e+07|5.163174e+07|6.143012e+02|2.845871e+02|2.845871e+02|-1.154193e+00|1.384827e-01|1.384827e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB130530719|58.621|1.863|0.003|6.3318e-06|3.9355e-08|6.418457e-03|8.839956e-04|8.839956e-04|1.103030e+02|2.403391e+01|2.403391e+01|-1.358636e+00|7.948446e-02|7.948446e-02|-2.169712e+00|1.667299e-01|1.667299e-01|2.574901e+02|8.046428e+01|8.046428e+01|-1.312757e+00|1.474043e-01|1.474043e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.480356e+02|1.022014e+02|1.022014e+02|-1.157922e+00|3.265495e-01|3.265495e-01|-1.953075e+00|3.477654e+00|3.477654e+00|1.590408e+02|2.081467e+01|2.081467e+01|-1.480248e+00|5.674744e-02|5.674744e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB150817087|35.584|1.145|-0.768|1.1668e-05|5.6654e-08|2.799902e-02|5.341889e-03|5.341889e-03|8.950965e+01|6.922330e+00|6.922330e+00|-7.702900e-01|1.000073e-01|1.000073e-01|-2.380547e+00|1.384356e-01|1.384356e-01|2.578604e+02|1.633638e+01|1.633638e+01|-4.445593e-01|7.380161e-02|7.380161e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.359067e+02|2.419356e+01|2.419356e+01|-3.805796e-01|9.375581e-02|9.375581e-02|-2.721356e+00|9.694769e-01|9.694769e-01|1.086173e+02|5.735542e+00|5.735542e+00|-9.494863e-01|6.364351e-02|6.364351e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB120430980|14.592|2.172|-2.304|5.5572e-07|2.0683e-08|3.186237e-03|9.048717e-04|9.048717e-04|5.256757e+02|4.166215e+02|4.166215e+02|-1.132654e+00|2.246022e-01|2.246022e-01|-7.152188e+00|2.649626e+03|2.649626e+03|2.580098e+02|8.940331e+01|8.940331e+01|-9.159539e-01|4.087393e-01|4.087393e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.710768e+02|1.804937e+02|1.804937e+02|-9.356425e-01|4.000490e-01|4.000490e-01|-1.439063e+01|1.085918e+07|1.085918e+07|5.073632e+02|2.218138e+02|2.218138e+02|-1.127064e+00|2.022555e-01|2.022555e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB110205588|158.720|2.290|-7.168|4.2107e-06|8.3282e-08|5.686010e-03|1.042079e-03|1.042079e-03|2.692654e+02|6.492001e+01|6.492001e+01|-9.613928e-01|2.007256e-01|2.007256e-01|-5.954210e+00|2.547363e+02|2.547363e+02|2.584538e+02|7.590259e+01|7.590259e+01|-9.511820e-01|3.960612e-01|3.960612e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.631698e+02|8.069080e+01|8.069080e+01|-9.620127e-01|3.147466e-01|3.147466e-01|-5.581875e+00|2.863997e+02|2.863997e+02|2.562593e+02|5.101205e+01|5.101205e+01|-9.416463e-01|1.899003e-01|1.899003e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB130325203|6.912|0.724|0.768|7.4368e-06|2.9360e-08|2.399508e-02|2.347231e-03|2.347231e-03|2.067122e+02|2.249258e+01|2.249258e+01|-7.696078e-01|6.476420e-02|6.476420e-02|-2.047271e+00|1.104028e-01|1.104028e-01|2.586819e+02|1.600978e+01|1.600978e+01|-6.572886e-01|6.026685e-02|6.026685e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.270873e+02|2.301294e+01|2.301294e+01|-5.784316e-01|1.138988e-01|1.138988e-01|-2.564319e+00|2.315163e+00|2.315163e+00|3.030363e+02|1.964850e+01|1.964850e+01|-9.351060e-01|3.864038e-02|3.864038e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB170616165|56.320|6.085|0.000|1.8771e-06|3.4852e-08|2.594526e-03|6.799995e-04|6.799995e-04|6.147925e+02|7.537455e+02|7.537455e+02|-9.749721e-01|2.568194e-01|2.568194e-01|-1.730978e+00|3.821665e+00|3.821665e+00|2.590108e+02|1.464465e+02|1.464465e+02|-8.526436e-01|5.891669e-01|5.891669e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.092850e+01|1.671148e+01|1.671148e+01|2.029828e+00|9.081260e+00|9.081260e+00|-1.550311e+00|2.767379e-01|2.767379e-01|1.785215e+03|1.816579e+03|1.816579e+03|-1.113939e+00|1.496946e-01|1.496946e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB180416340|103.426|6.405|1.792|3.8795e-05|2.2190e-07|1.039558e-02|5.828207e-04|5.828207e-04|1.259482e+02|6.901283e+00|6.901283e+00|-1.362660e+00|2.951539e-02|2.951539e-02|-2.424586e+00|2.716053e-01|2.716053e-01|2.594384e+02|1.078590e+01|1.078590e+01|-6.519569e-01|4.031163e-02|4.031163e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.178469e+02|1.445348e+01|1.445348e+01|-5.470931e-01|5.500317e-02|5.500317e-02|-2.416674e+00|1.743805e-01|1.743805e-01|1.434990e+02|4.493957e+00|4.493957e+00|-1.402488e+00|1.591599e-02|1.591599e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB160530667|9.024|0.181|3.584|9.1857e-05|4.9921e-08|1.119119e-01|2.164803e-03|2.164803e-03|1.817705e+02|2.773804e+00|2.773804e+00|-6.819976e-01|1.205540e-02|1.205540e-02|-2.499030e+00|4.100919e-02|4.100919e-02|2.595023e+02|4.234207e+00|4.234207e+00|-6.270693e-01|1.593715e-02|1.593715e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.181164e+02|5.900497e+00|5.900497e+00|-5.111278e-01|2.384829e-02|2.384829e-02|-2.586135e+00|7.206774e-02|7.206774e-02|2.107172e+02|2.107269e+00|2.107269e+00|-7.699365e-01|8.416295e-03|8.416295e-03|1.000000e+02|0.000000e+00|0.000000e+00
GRB160107931|113.922|17.755|-11.520|2.7302e-05|1.1595e-07|6.430272e-03|2.463723e-04|2.463723e-04|1.199167e+02|8.294861e+00|8.294861e+00|-1.684164e+00|2.106965e-02|2.106965e-02|-7.701390e+00|2.545830e+03|2.545830e+03|2.597283e+02|2.347339e+01|2.347339e+01|-1.087536e+00|5.057037e-02|5.057037e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.080972e+02|2.613444e+01|2.613444e+01|-1.012045e+00|6.763756e-02|6.763756e-02|-2.227000e+00|2.810876e-01|2.810876e-01|1.200231e+02|7.548737e+00|7.548737e+00|-1.683166e+00|2.081680e-02|2.081680e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB130408653|9.216|3.665|-4.864|2.0522e-06|4.8250e-08|1.790751e-02|1.021087e-02|1.021087e-02|9.398418e+01|3.543046e+01|3.543046e+01|-9.911238e-01|4.281396e-01|4.281396e-01|-2.038022e+00|3.280450e+00|3.280450e+00|2.598376e+02|6.905049e+01|6.905049e+01|-1.232819e+00|1.442358e-01|1.442358e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.252907e+02|5.895491e+01|5.895491e+01|-1.190778e+00|1.763389e-01|1.763389e-01|-2.447023e+00|2.821510e+03|2.821510e+03|1.881436e+02|3.639577e+01|3.639577e+01|-1.308232e+00|1.023804e-01|1.023804e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB150602840|10.496|0.724|-0.256|4.7133e-06|3.3325e-08|2.310788e-02|3.244612e-03|3.244612e-03|2.030598e+02|2.862393e+01|2.862393e+01|5.951883e-03|1.157590e-01|1.157590e-01|-2.742613e+00|9.576700e-01|9.576700e-01|2.601976e+02|2.493878e+01|2.493878e+01|1.147033e-01|1.853730e-01|1.853730e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.448096e+02|2.707887e+01|2.707887e+01|1.893634e-01|1.936714e-01|1.936714e-01|-2.891012e+00|1.400993e+01|1.400993e+01|2.176615e+02|1.034306e+01|1.034306e+01|-6.595332e-02|8.375802e-02|8.375802e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB141031257|38.656|7.464|-1.280|1.6006e-06|4.1214e-08|9.806266e-03|4.083017e-03|4.083017e-03|1.420875e+02|5.280167e+01|5.280167e+01|-2.932141e-01|3.523298e-01|3.523298e-01|-2.064424e+00|2.742911e+00|2.742911e+00|2.604446e+02|6.569653e+01|6.569653e+01|-3.719687e-01|4.510224e-01|4.510224e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.200404e+02|8.130177e+01|8.130177e+01|-2.964940e-01|5.078411e-01|5.078411e-01|-2.006083e+00|1.124011e+02|1.124011e+02|1.887810e+02|2.885686e+01|2.885686e+01|-5.201783e-01|2.081266e-01|2.081266e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB111011094|1.472|0.771|-0.064|4.2049e-07|1.9841e-08|4.660048e-02|8.334195e-03|8.334195e-03|3.519431e+02|7.502352e+01|7.502352e+01|-6.649756e-01|1.493729e-01|1.493729e-01|-1.617188e+01|1.413993e+07|1.413993e+07|2.606005e+02|4.255902e+01|4.255902e+01|-8.857471e-02|2.761235e-01|2.761235e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.016375e+02|5.630641e+01|5.630641e+01|2.013211e-01|4.358668e-01|4.358668e-01|-2.240894e+00|4.827634e+00|4.827634e+00|3.511842e+02|5.989264e+01|5.989264e+01|-6.625118e-01|1.396663e-01|1.396663e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB100704149|171.523|2.673|-2.304|8.3883e-06|5.8907e-08|7.980307e-03|1.102325e-03|1.102325e-03|1.756615e+02|3.203892e+01|3.203892e+01|-9.273553e-01|8.743894e-02|8.743894e-02|-1.997902e+00|1.739804e-01|1.739804e-01|2.606237e+02|2.913728e+01|2.913728e+01|-5.468251e-01|1.165576e-01|1.165576e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.415673e+02|5.146228e+01|5.146228e+01|-5.068054e-01|1.214833e-01|1.214833e-01|-2.562308e+00|1.973566e+00|1.973566e+00|2.456259e+02|2.730912e+01|2.730912e+01|-1.049834e+00|5.711498e-02|5.711498e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB141230142|9.856|1.086|0.000|1.7987e-06|6.6177e-08|4.251241e-01|1.091694e+00|1.091694e+00|3.455327e+01|8.594808e+00|8.594808e+00|1.311761e-01|1.017484e+00|1.017484e+00|-2.000000e+00|0.000000e+00|0.000000e+00|2.609842e+02|5.689119e+01|5.689119e+01|-1.238423e+00|1.102875e-01|1.102875e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.696322e+01|1.010216e+01|1.010216e+01|7.139134e-01|9.946086e-01|9.946086e-01|-2.000000e+00|0.000000e+00|0.000000e+00|1.882252e+02|5.659613e+01|5.659613e+01|-1.558799e+00|1.010686e-01|1.010686e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB120531393|25.344|7.186|-2.816|9.0995e-07|1.7898e-08|7.336687e-02|4.429963e-02|4.429963e-02|7.270985e+01|3.352636e+01|3.352636e+01|5.379400e-01|6.982926e-01|6.982926e-01|-1.680834e+00|1.075056e-01|1.075056e-01|2.610291e+02|9.112350e+01|9.112350e+01|-7.321505e-01|3.713371e-01|3.713371e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.727441e+01|4.579557e+01|4.579557e+01|4.623522e-01|1.142667e+00|1.142667e+00|-1.799648e+00|4.295771e-01|4.295771e-01|1.854181e+02|3.741658e+01|3.741658e+01|-6.856602e-01|7.575048e-01|7.575048e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB110730660|33.856|1.811|-8.704|7.9689e-06|9.2023e-08|2.107226e-02|2.305240e-02|2.305240e-02|3.360780e+01|1.452823e+01|1.452823e+01|-1.029409e+00|4.143260e-01|4.143260e-01|-1.980682e+00|5.374491e-02|5.374491e-02|2.610804e+02|1.009233e+02|1.009233e+02|-1.445542e+00|1.304095e-01|1.304095e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.333480e+02|4.258731e+01|4.258731e+01|-1.266636e+00|1.693184e-01|1.693184e-01|-2.007360e+00|3.427293e-01|3.427293e-01|9.348568e+01|1.246571e+01|1.246571e+01|-1.616723e+00|6.553066e-02|6.553066e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB180710062|90.112|3.208|-9.216|4.3350e-06|3.5984e-08|9.890913e-03|2.857835e-03|2.857835e-03|1.288458e+02|1.569031e+01|1.569031e+01|-5.373003e-01|2.402924e-01|2.402924e-01|-3.467606e+00|2.897306e+01|2.897306e+01|2.617289e+02|1.185091e+02|1.185091e+02|-1.086897e+00|5.207259e-01|5.207259e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.270844e+02|8.760877e+01|8.760877e+01|-9.398405e-01|5.488336e-01|5.488336e-01|-7.068376e+00|4.998462e+03|4.998462e+03|1.330537e+02|1.450372e+01|1.450372e+01|-5.753065e-01|1.926264e-01|1.926264e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB140715231|77.312|3.083|0.000|9.6496e-06|5.6802e-08|6.852480e-02|5.500342e-02|5.500342e-02|4.661536e+01|8.057883e+00|8.057883e+00|-3.379561e-01|1.124988e+00|1.124988e+00|-1.757312e+00|2.886466e-02|2.886466e-02|2.617405e+02|8.535490e+01|8.535490e+01|-1.344659e+00|1.235243e-01|1.235243e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.914689e+01|1.843560e+01|1.843560e+01|-3.181473e-01|7.473342e-01|7.473342e-01|-1.743986e+00|1.273069e-01|1.273069e-01|2.548223e+02|3.915179e+01|3.915179e+01|-1.374018e+00|4.581547e-02|4.581547e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB100919884|49.601|2.975|-38.401|5.7601e-06|8.6105e-08|6.927467e-03|5.028532e-04|5.028532e-04|3.033963e+02|3.055029e+01|3.055029e+01|-9.384949e-01|5.842507e-02|5.842507e-02|-8.940235e+00|4.772799e+03|4.772799e+03|2.617470e+02|5.627037e+01|5.627037e+01|-8.661686e-01|1.696170e-01|1.696170e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.161058e+02|5.377306e+01|5.377306e+01|-7.723733e-01|2.271378e-01|2.271378e-01|-2.341597e+00|1.988363e+02|1.988363e+02|3.021500e+02|2.934299e+01|2.934299e+01|-9.364656e-01|6.062704e-02|6.062704e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB150101270|0.480|0.959|-0.416|7.6144e-08|1.0699e-08|4.000563e-02|1.815102e-02|1.815102e-02|2.081801e+02|1.095569e+02|1.095569e+02|-4.234917e-01|4.928226e-01|4.928226e-01|-2.191596e+00|4.743448e+02|4.743448e+02|2.617709e+02|9.742622e+01|9.742622e+01|-5.897421e-01|4.626435e-01|4.626435e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.132244e+02|1.250701e+02|1.250701e+02|-4.480575e-01|4.670497e-01|4.670497e-01|-2.196525e+00|2.452829e+03|2.452829e+03|2.635992e+02|9.924739e+01|9.924739e+01|-5.954176e-01|4.607018e-01|4.607018e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB130815420|236.292|0.810|-5.888|4.5851e-05|1.0204e-07|9.967600e-03|3.475389e-04|3.475389e-04|2.291022e+02|1.006368e+01|1.006368e+01|-1.030507e+00|2.379823e-02|2.379823e-02|-1.351015e+01|4.130321e+05|4.130321e+05|2.618853e+02|4.736816e+01|4.736816e+01|-1.040190e+00|1.112200e-01|1.112200e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.601333e+02|8.083843e+01|8.083843e+01|-1.038586e+00|1.149250e-01|1.149250e-01|-9.499219e+00|2.107958e+04|2.107958e+04|2.292201e+02|8.979126e+00|8.979126e+00|-1.030728e+00|2.484500e-02|2.484500e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB161012416|44.288|3.328|-22.016|1.5811e-06|3.3118e-08|3.292051e-03|8.876426e-04|8.876426e-04|2.491575e+02|9.718445e+01|9.718445e+01|-9.959416e-01|2.075928e-01|2.075928e-01|-1.700941e+00|2.975607e-01|2.975607e-01|2.621902e+02|7.173640e+01|7.173640e+01|-1.431788e-01|4.827765e-01|4.827765e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.334148e+02|1.415648e+02|1.415648e+02|-2.764311e-02|4.902645e-01|4.902645e-01|-2.296073e+00|8.414157e+01|8.414157e+01|5.039848e+02|1.806139e+02|1.806139e+02|-1.144875e+00|1.513877e-01|1.513877e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB081231140|28.736|2.611|0.640|1.6119e-05|1.1725e-07|1.058593e-02|5.632024e-04|5.632024e-04|2.517603e+02|1.938368e+01|1.938368e+01|-1.170484e+00|3.429318e-02|3.429318e-02|-1.971332e+00|8.313716e-02|8.313716e-02|2.623724e+02|2.179808e+01|2.179808e+01|-8.411709e-01|6.474465e-02|6.474465e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.584359e+02|3.070610e+01|3.070610e+01|-8.349501e-01|7.016206e-02|7.016206e-02|-3.556899e+00|3.616337e+01|3.616337e+01|3.327296e+02|2.405573e+01|2.405573e+01|-1.221410e+00|2.464248e-02|2.464248e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB160816414|11.776|3.806|-8.448|8.4060e-07|3.6423e-08|1.139558e-02|4.882573e-03|4.882573e-03|1.242519e+02|2.858399e+01|2.858399e+01|-7.667675e-01|3.259178e-01|3.259178e-01|-2.056313e+00|2.781312e+00|2.781312e+00|2.632162e+02|7.808873e+01|7.808873e+01|-1.062197e+00|1.958547e-01|1.958547e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.318893e+02|3.805592e+01|3.805592e+01|-6.840584e-01|3.700209e-01|3.700209e-01|-1.956319e+00|3.588153e-01|3.588153e-01|1.822677e+02|4.488654e+01|4.488654e+01|-9.881651e-01|1.879820e-01|1.879820e-01|1.000000e+02|0.000000e+00|0.000000e+00
