Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system: Equatorial
name|t90|t90_error|t90_start|fluence|fluence_error|flnc_band_ampl|flnc_band_ampl_pos_err|flnc_band_ampl_neg_err|flnc_band_epeak|flnc_band_epeak_pos_err|flnc_band_epeak_neg_err|flnc_band_alpha|flnc_band_alpha_pos_err|flnc_band_alpha_neg_err|flnc_band_beta|flnc_band_beta_pos_err|flnc_band_beta_neg_err|pflx_comp_epeak|pflx_comp_epeak_pos_err|pflx_comp_epeak_neg_err|pflx_comp_index|pflx_comp_index_pos_err|pflx_comp_index_neg_err|pflx_comp_pivot|pflx_comp_pivot_pos_err|pflx_comp_pivot_neg_err|pflx_band_epeak|pflx_band_epeak_pos_err|pflx_band_epeak_neg_err|pflx_band_alpha|pflx_band_alpha_pos_err|pflx_band_alpha_neg_err|pflx_band_beta|pflx_band_beta_pos_err|pflx_band_beta_neg_err|flnc_comp_epeak|flnc_comp_epeak_pos_err|flnc_comp_epeak_neg_err|flnc_comp_index|flnc_comp_index_pos_err|flnc_comp_index_neg_err|flnc_comp_pivot|flnc_comp_pivot_pos_err|flnc_comp_pivot_neg_err
GRB130403866|22.784|5.838|-7.936|1.0943e-06|6.9345e-08|1.138375e-02|8.668982e-03|8.668982e-03|1.196420e+02|2.850281e+01|2.850281e+01|-3.511116e-01|5.071561e-01|5.071561e-01|-7.088653e+00|4.831248e+02|4.831248e+02|1.124951e+02|3.471481e+01|3.471481e+01|-5.254421e-01|7.341422e-01|7.341422e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.107110e+02|6.641038e+01|6.641038e+01|-5.290700e-01|6.158558e-01|6.158558e-01|-4.984453e+00|6.738914e+01|6.738914e+01|1.182007e+02|2.496274e+01|2.496274e+01|-3.339817e-01|5.046391e-01|5.046391e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB121211574|5.632|1.717|-3.072|6.4144e-07|3.9522e-08|2.120271e-02|6.733960e-03|6.733960e-03|1.012375e+02|1.385777e+01|1.385777e+01|-2.935856e-01|2.445428e-01|2.445428e-01|-4.900137e+00|1.867444e+01|1.867444e+01|1.125504e+02|2.247603e+01|2.247603e+01|-6.589769e-01|4.528951e-01|4.528951e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.127684e+02|2.521344e+01|2.521344e+01|-6.720918e-01|4.176420e-01|4.176420e-01|-3.133094e+00|3.889830e+00|3.889830e+00|9.803851e+01|1.033946e+01|1.033946e+01|-2.173803e-01|3.077416e-01|3.077416e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB120224282|60.929|3.093|1.792|9.1226e-06|2.0494e-07|7.341367e-03|1.335870e-03|1.335870e-03|1.110558e+02|2.357848e+01|2.357848e+01|-1.245910e+00|1.014674e-01|1.014674e-01|-1.871815e+00|7.789183e-02|7.789183e-02|1.127353e+02|1.952296e+01|1.952296e+01|-1.152141e+00|1.825711e-01|1.825711e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.121082e+02|2.259895e+01|2.259895e+01|-1.149721e+00|1.851348e-01|1.851348e-01|-3.782874e+00|9.141556e+00|9.141556e+00|2.517820e+02|4.949088e+01|4.949088e+01|-1.455951e+00|5.967116e-02|5.967116e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB180715087|5.120|3.083|-1.024|3.6820e-07|3.6939e-08|1.857104e-01|4.231628e-01|4.231628e-01|8.575618e+01|2.366087e+01|2.366087e+01|1.141304e+00|1.339175e+00|1.339175e+00|-2.366792e+00|1.130957e+00|1.130957e+00|1.130632e+02|1.884039e+01|1.884039e+01|2.516400e-01|6.719105e-01|6.719105e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.068666e+01|3.516868e+01|3.516868e+01|7.773671e-01|9.789897e-01|9.789897e-01|-2.241186e+00|6.168216e+00|6.168216e+00|1.068942e+02|1.894453e+01|1.894453e+01|3.554526e-01|3.859550e-01|3.859550e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB140907672|35.841|5.473|-10.496|6.4501e-06|6.3631e-08|9.687549e-03|9.723032e-04|9.723032e-04|1.394526e+02|1.031381e+01|1.031381e+01|-1.018401e+00|5.044651e-02|5.044651e-02|-1.372695e+01|1.080067e+06|1.080067e+06|1.130659e+02|1.366945e+01|1.366945e+01|-6.405683e-01|2.231868e-01|2.231868e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.015025e+02|2.079799e+01|2.079799e+01|-5.240326e-01|2.653471e-01|2.653471e-01|-2.631181e+00|5.827134e+00|5.827134e+00|1.371970e+02|7.807297e+00|7.807297e+00|-1.009877e+00|5.806363e-02|5.806363e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB100218194|29.185|5.813|-3.584|2.6392e-06|9.8666e-08|4.774220e-03|8.214647e-04|8.214647e-04|1.842104e+02|3.959238e+01|3.959238e+01|-7.686298e-01|1.344787e-01|1.344787e-01|-3.541903e+00|5.801932e+00|5.801932e+00|1.130827e+02|2.624676e+01|2.624676e+01|-3.473776e-01|7.353532e-01|7.353532e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.231926e+02|8.733247e+01|8.733247e+01|-7.649032e-01|7.097102e-01|7.097102e-01|-1.737100e+00|2.051415e+00|2.051415e+00|1.750199e+02|2.486383e+01|2.486383e+01|-7.139303e-01|1.921235e-01|1.921235e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB120111051|76.801|5.514|-2.048|3.9676e-06|5.6254e-08|1.338821e-02|4.566194e-03|4.566194e-03|1.211219e+02|1.330337e+01|1.330337e+01|-2.649480e-01|2.180279e-01|2.180279e-01|-1.432500e+01|9.716094e+05|9.716094e+05|1.131317e+02|3.247587e+01|3.247587e+01|-6.280211e-01|6.122329e-01|6.122329e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.265241e+02|5.791307e+01|5.791307e+01|-7.087108e-01|5.730274e-01|5.730274e-01|-1.149950e+01|3.797861e+05|3.797861e+05|1.145253e+02|1.053742e+01|1.053742e+01|-1.914374e-01|2.202544e-01|2.202544e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB150520893|15.616|6.992|-1.792|9.3890e-07|5.1923e-08|1.333100e-02|4.552465e-03|4.552465e-03|5.745405e+01|1.616156e+01|1.616156e+01|-9.833971e-01|2.199296e-01|2.199296e-01|-4.822166e+00|1.887324e+01|1.887324e+01|1.137076e+02|2.524802e+01|2.524802e+01|-1.026863e+00|3.197989e-01|3.197989e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.159421e+01|3.613779e+01|3.613779e+01|-7.344852e-01|6.298558e-01|6.298558e-01|-2.088793e+00|1.565400e+02|1.565400e+02|5.585764e+01|5.584755e+00|5.584755e+00|-9.409381e-01|2.724370e-01|2.724370e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB180511606|9.216|1.619|-1.024|1.3554e-06|5.1422e-08|1.366793e-02|3.677973e-03|3.677973e-03|1.017154e+02|1.439853e+01|1.439853e+01|-8.263331e-01|2.112483e-01|2.112483e-01|-2.332764e+01|4.763960e+10|4.763960e+10|1.138743e+02|2.571348e+01|2.571348e+01|-9.705512e-01|3.397973e-01|3.397973e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.105103e+02|4.367686e+01|4.367686e+01|-9.472754e-01|3.550967e-01|3.550967e-01|-9.842344e+00|3.649947e+04|3.649947e+04|9.998955e+01|1.074111e+01|1.074111e+01|-8.180806e-01|1.992814e-01|1.992814e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB080912360|16.384|2.896|-3.072|2.1340e-06|2.9727e-08|1.729280e-02|8.596728e-03|8.596728e-03|5.216627e+01|1.406765e+01|1.406765e+01|-7.434908e-01|3.294048e-01|3.294048e-01|-1.866820e+00|9.448767e-02|9.448767e-02|1.139258e+02|2.935194e+01|2.935194e+01|-1.168278e+00|2.816373e-01|2.816373e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.400621e+01|4.839868e+01|4.839868e+01|-9.444084e-01|4.025877e-01|4.025877e-01|-2.258707e+00|4.005498e+01|4.005498e+01|1.914986e+02|5.544037e+01|5.544037e+01|-1.466919e+00|1.223676e-01|1.223676e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB101231067|23.613|0.572|0.003|1.6829e-05|1.1798e-07|3.615816e-02|2.879120e-03|2.879120e-03|1.802580e+02|1.119959e+01|1.119959e+01|-6.572936e-01|5.163908e-02|5.163908e-02|-2.375999e+00|2.177055e-01|2.177055e-01|1.139529e+02|8.742371e+00|8.742371e+00|-8.692610e-01|1.005373e-01|1.005373e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.087814e+02|1.123441e+01|1.123441e+01|-8.318088e-01|1.236156e-01|1.236156e-01|-3.008327e+00|1.724638e+01|1.724638e+01|2.081428e+02|8.627670e+00|8.627670e+00|-7.417108e-01|3.643298e-02|3.643298e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB171002969|7.936|1.864|-0.512|1.5448e-06|3.3752e-08|1.311034e-02|5.099269e-03|5.099269e-03|6.372283e+01|1.590678e+01|1.590678e+01|-1.155211e+00|2.343754e-01|2.343754e-01|-1.976938e+00|1.312047e-01|1.312047e-01|1.140252e+02|1.750223e+01|1.750223e+01|-1.032339e+00|1.777856e-01|1.777856e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.478702e+01|1.802120e+01|1.802120e+01|-7.754065e-01|2.447316e-01|2.447316e-01|-2.235895e+00|3.461251e-01|3.461251e-01|9.734446e+02|1.562261e+03|1.562261e+03|-1.708222e+00|6.605494e-02|6.605494e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB111120556|98.626|2.970|-21.248|6.7277e-06|8.4172e-08|1.148018e-02|1.875205e-03|1.875205e-03|6.678596e+01|5.793362e+00|5.793362e+00|-1.076312e+00|9.223592e-02|9.223592e-02|-2.771958e+00|4.150984e-01|4.150984e-01|1.140596e+02|1.415230e+01|1.415230e+01|-5.843952e-01|2.563192e-01|2.563192e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.066658e+02|2.128527e+01|2.128527e+01|-5.020900e-01|3.382718e-01|3.382718e-01|-2.792478e+00|1.048923e+02|1.048923e+02|7.020269e+01|3.277809e+00|3.277809e+00|-1.124548e+00|7.888627e-02|7.888627e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB170111815|3.072|1.318|-1.600|5.9553e-07|1.2093e-08|1.821606e-02|7.169947e-03|7.169947e-03|1.060045e+02|1.873593e+01|1.873593e+01|-9.068959e-01|2.260995e-01|2.260995e-01|-2.107500e+01|9.678556e+09|9.678556e+09|1.141925e+02|1.887024e+01|1.887024e+01|-8.554996e-01|2.535551e-01|2.535551e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.257934e+02|3.177443e+01|3.177443e+01|-9.248695e-01|2.600349e-01|2.600349e-01|-9.536743e+00|2.788409e+04|2.788409e+04|1.045399e+02|1.501331e+01|1.501331e+01|-9.003923e-01|2.092187e-01|2.092187e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB110709463|24.061|0.722|0.003|6.9088e-06|4.0753e-08|1.749100e-02|1.976148e-03|1.976148e-03|9.583002e+01|7.126640e+00|7.126640e+00|-1.118975e+00|6.247568e-02|6.247568e-02|-2.417366e+00|1.894853e-01|1.894853e-01|1.148153e+02|6.545654e+00|6.545654e+00|-8.152480e-01|7.925254e-02|7.925254e-02|1.000000e+02|0.000000e+00|0.000000e+00|9.584492e+01|7.276733e+00|7.276733e+00|-6.281013e-01|1.083573e-01|1.083573e-01|-2.514212e+00|1.989112e-01|1.989112e-01|1.123575e+02|6.049232e+00|6.049232e+00|-1.212601e+00|4.728353e-02|4.728353e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB110725236|20.224|1.056|-1.024|1.3087e-06|2.9277e-08|5.238491e-03|1.179072e-03|1.179072e-03|1.616079e+02|3.903751e+01|3.903751e+01|-1.354675e+00|1.511065e-01|1.511065e-01|-2.277927e+00|6.370504e-01|6.370504e-01|1.153392e+02|1.830447e+01|1.830447e+01|-9.238905e-01|2.217887e-01|2.217887e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.049636e+02|3.398813e+01|3.398813e+01|-8.361083e-01|2.465975e-01|2.465975e-01|-2.730103e+00|1.678421e+02|1.678421e+02|1.898724e+02|4.125085e+01|4.125085e+01|-1.396243e+00|1.045278e-01|1.045278e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB121128212|17.344|0.923|-0.768|9.2979e-06|1.1379e-07|6.344032e-02|1.620014e-02|1.620014e-02|6.007930e+01|3.848751e+00|3.848751e+00|-6.837352e-01|1.195379e-01|1.195379e-01|-2.423672e+00|9.205273e-02|9.205273e-02|1.154858e+02|5.987320e+00|5.987320e+00|-4.666084e-01|1.035702e-01|1.035702e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.179098e+02|8.963982e+00|8.963982e+00|-4.899400e-01|8.970299e-02|8.970299e-02|-6.226477e+00|4.435542e+01|4.435542e+01|7.674815e+01|2.865578e+00|2.865578e+00|-1.004578e+00|6.161428e-02|6.161428e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB151111356|46.336|4.382|0.768|2.2064e-06|3.1065e-08|1.583999e-02|4.219495e-03|4.219495e-03|1.186465e+02|5.033340e+01|5.033340e+01|-7.834093e-02|2.809638e-01|2.809638e-01|-1.326562e+01|1.421167e+05|1.421167e+05|1.157361e+02|2.506927e+01|2.506927e+01|1.454233e-01|8.058684e-01|8.058684e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.210759e+02|3.057074e+01|3.057074e+01|1.858217e-02|7.441232e-01|7.441232e-01|-1.244063e+01|1.824865e+05|1.824865e+05|1.184973e+02|9.650124e+00|9.650124e+00|-7.643472e-02|2.016814e-01|2.016814e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB160102500|25.344|1.493|-12.032|2.2959e-06|1.9858e-08|1.183219e-02|3.059109e-03|3.059109e-03|9.014674e+01|1.034690e+01|1.034690e+01|-1.156029e+00|1.483854e-01|1.483854e-01|-1.666875e+01|6.758689e+07|6.758689e+07|1.158454e+02|1.703271e+01|1.703271e+01|-1.160766e+00|1.635234e-01|1.635234e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.153658e+02|1.650036e+01|1.650036e+01|-1.158175e+00|1.661004e-01|1.661004e-01|-1.172109e+01|3.768417e+05|3.768417e+05|8.982175e+01|9.394554e+00|9.394554e+00|-1.150939e+00|1.387786e-01|1.387786e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB150613995|46.593|1.639|-2.816|6.3756e-06|4.7374e-08|4.679258e-02|2.981782e-02|2.981782e-02|5.196137e+01|7.184433e+00|7.184433e+00|-4.380157e-01|2.624278e-01|2.624278e-01|-2.128710e+00|8.979106e-02|8.979106e-02|1.158731e+02|1.789588e+01|1.789588e+01|-1.010694e+00|2.057233e-01|2.057233e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.713640e+01|2.143842e+01|2.143842e+01|-8.806390e-01|3.074948e-01|3.074948e-01|-2.384085e+00|4.785264e+00|4.785264e+00|9.038202e+01|6.343658e+00|6.343658e+00|-1.134829e+00|8.721089e-02|8.721089e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB090703329|8.960|1.864|-2.304|8.4599e-07|2.8805e-08|6.031228e-03|1.876026e-03|1.876026e-03|9.004148e+01|1.174299e+01|1.174299e+01|-1.229034e+00|2.023710e-01|2.023710e-01|-2.226673e+00|4.579303e-01|4.579303e-01|1.160593e+02|2.660790e+01|2.660790e+01|-9.822344e-01|3.533590e-01|3.533590e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.267234e+02|3.794429e+01|3.794429e+01|-1.039508e+00|2.744830e-01|2.744830e-01|-8.495331e+00|1.270353e+04|1.270353e+04|1.115083e+02|2.415380e+01|2.415380e+01|-1.335727e+00|1.771093e-01|1.771093e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB110904124|83.905|3.853|-0.128|1.1098e-05|6.8514e-08|1.218031e-02|1.357112e-03|1.357112e-03|1.274085e+02|1.321587e+01|1.321587e+01|-1.023492e+00|6.409991e-02|6.409991e-02|-2.364552e+00|2.533710e-01|2.533710e-01|1.163388e+02|1.392459e+01|1.392459e+01|-1.019753e+00|1.287898e-01|1.287898e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.094141e+02|1.783968e+01|1.783968e+01|-9.753140e-01|1.804578e-01|1.804578e-01|-3.015001e+00|1.257355e+00|1.257355e+00|1.524761e+02|1.030514e+01|1.030514e+01|-1.113716e+00|4.737663e-02|4.737663e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB100522157|35.326|0.715|0.003|3.8629e-06|4.0722e-08|9.209074e-03|1.327685e-03|1.327685e-03|1.559034e+02|5.525858e+01|5.525858e+01|-1.384138e+00|8.382976e-02|8.382976e-02|-1.117420e+01|2.383702e+05|2.383702e+05|1.165216e+02|1.001463e+01|1.001463e+01|-7.175233e-01|1.518742e-01|1.518742e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.164541e+02|3.400857e+01|3.400857e+01|-7.168838e-01|1.537520e-01|1.537520e-01|-1.533966e+01|3.909115e+06|3.909115e+06|1.535678e+02|2.216533e+01|2.216533e+01|-1.378418e+00|8.965516e-02|8.965516e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB100304534|19.008|2.782|-9.472|4.9027e-06|1.5903e-07|1.081891e-01|6.210402e+02|6.210402e+02|8.302666e+00|7.803348e+04|7.803348e+04|-7.389891e-01|7.178548e+02|7.178548e+02|-1.562658e+00|2.782142e-02|2.782142e-02|1.174277e+02|1.993898e+01|1.993898e+01|-6.056972e-01|2.853268e-01|2.853268e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.619161e+00|4.937106e+03|4.937106e+03|-7.758243e-01|6.045829e+01|6.045829e+01|-1.600940e+00|4.840445e-02|4.840445e-02|1.368200e+02|2.132930e+01|2.132930e+01|-1.028462e+00|1.305219e-01|1.305219e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB140311618|14.336|5.684|-3.072|3.9747e-06|1.2390e-07|4.570116e-02|1.187976e-02|1.187976e-02|5.345076e+01|4.584785e+00|4.584785e+00|-8.174382e-01|1.381015e-01|1.381015e-01|-2.456429e+00|1.771588e-01|1.771588e-01|1.175798e+02|1.673013e+01|1.673013e+01|-1.251245e+00|1.184522e-01|1.184522e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.219819e+01|1.349990e+01|1.349990e+01|-1.027233e+00|1.526756e-01|1.526756e-01|-2.156453e+00|1.725776e-01|1.725776e-01|6.276888e+01|3.114952e+00|3.114952e+00|-1.018686e+00|8.918321e-02|8.918321e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB110926107|75.265|1.280|-0.768|1.1975e-05|7.0918e-08|2.227072e-02|4.108431e-03|4.108431e-03|8.779517e+01|8.604401e+00|8.604401e+00|-7.166432e-01|1.035724e-01|1.035724e-01|-2.043879e+00|7.935429e-02|7.935429e-02|1.178662e+02|1.044394e+01|1.044394e+01|-3.686457e-01|1.883752e-01|1.883752e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.146986e+02|1.389953e+01|1.389953e+01|-3.373591e-01|2.103592e-01|2.103592e-01|-3.245717e+00|1.802277e+02|1.802277e+02|1.293811e+02|8.261749e+00|8.261749e+00|-1.010701e+00|5.830026e-02|5.830026e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB160912674|48.128|5.221|1.024|3.1922e-06|3.0264e-08|5.043653e-03|9.765405e-04|9.765405e-04|1.799380e+02|2.533859e+01|2.533859e+01|-8.855117e-01|9.923977e-02|9.923977e-02|-5.867408e+00|1.486406e+02|1.486406e+02|1.181376e+02|9.413526e+01|9.413526e+01|-1.235949e+00|5.313696e-01|5.313696e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.467778e+01|1.835335e+02|1.835335e+02|-9.179398e-01|3.765722e+00|3.765722e+00|-1.695451e+00|2.727267e-01|2.727267e-01|1.772456e+02|2.249928e+01|2.249928e+01|-8.797219e-01|1.051968e-01|1.051968e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB110206202|12.288|1.639|-6.400|7.9036e-07|3.9701e-08|9.395557e-01|4.889291e+00|4.889291e+00|5.284472e+01|1.960863e+01|1.960863e+01|1.506400e+00|1.028455e+00|1.028455e+00|-1.849775e+00|1.773306e-01|1.773306e-01|1.182664e+02|1.902811e+01|1.902811e+01|5.548079e-01|8.621765e-01|8.621765e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.090762e+02|2.302011e+01|2.302011e+01|7.993310e-01|1.078422e+00|1.078422e+00|-2.983652e+00|3.523825e+03|3.523825e+03|1.130253e+02|2.086782e+01|2.086782e+01|-3.436358e-01|4.448879e-01|4.448879e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB131202906|86.017|2.111|1.280|1.2430e-05|4.3933e-08|2.237516e-02|7.246715e-03|7.246715e-03|4.403666e+01|5.604240e+00|5.604240e+00|-8.802419e-01|1.656749e-01|1.656749e-01|-1.919802e+00|3.375280e-02|3.375280e-02|1.185875e+02|2.717539e+01|2.717539e+01|-1.167236e+00|2.175525e-01|2.175525e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.139824e+01|1.904641e+01|1.904641e+01|-5.697280e-01|5.096383e-01|5.096383e-01|-2.042175e+00|3.678570e-01|3.678570e-01|1.496885e+02|1.840800e+01|1.840800e+01|-1.537467e+00|4.098856e-02|4.098856e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB110410772|7.424|0.810|-4.864|9.3595e-07|2.2187e-08|2.969015e-02|2.891632e-02|2.891632e-02|5.300421e+01|9.946279e+00|9.946279e+00|-5.273707e-01|4.441276e-01|4.441276e-01|-2.551049e+00|3.723015e-01|3.723015e-01|1.188033e+02|2.639286e+01|2.639286e+01|-1.012467e+00|3.325323e-01|3.325323e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.223685e+02|2.982226e+01|2.982226e+01|-1.045705e+00|2.593715e-01|2.593715e-01|-3.695402e+00|1.460619e+01|1.460619e+01|6.482660e+01|1.244960e+01|1.244960e+01|-9.722202e-01|2.784032e-01|2.784032e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB140610689|134.144|7.455|-2.048|1.3801e-05|1.2365e-07|4.827610e-03|1.315701e-03|1.315701e-03|1.116778e+02|4.958619e+01|4.958619e+01|-1.228045e+00|1.628978e-01|1.628978e-01|-1.870808e+00|1.269885e-01|1.269885e-01|1.188308e+02|4.259465e+01|4.259465e+01|-1.229132e+00|4.676801e-01|4.676801e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.802852e+01|5.148877e+01|5.148877e+01|-2.927020e-01|1.113261e+00|1.113261e+00|-1.945841e+00|5.323201e-01|5.323201e-01|3.137971e+02|7.818658e+01|7.818658e+01|-1.483616e+00|7.086802e-02|7.086802e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB080809808|28.160|2.896|-9.728|4.1354e-06|5.4980e-08|1.560647e-02|6.299769e-03|6.299769e-03|6.258246e+01|1.795945e+01|1.795945e+01|-9.018886e-01|2.476054e-01|2.476054e-01|-2.189820e+00|2.557962e-01|2.557962e-01|1.188895e+02|6.837136e+01|6.837136e+01|-1.620334e+00|4.092890e-01|4.092890e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.138703e+01|2.179559e+01|2.179559e+01|-9.536448e-01|8.366207e-01|8.366207e-01|-1.989377e+00|5.625950e-01|5.625950e-01|8.787278e+01|1.301334e+01|1.301334e+01|-1.219429e+00|1.571723e-01|1.571723e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB180401846|23.040|1.056|2.304|2.2974e-05|8.9792e-08|9.812543e-02|7.373556e-03|7.373556e-03|8.820311e+01|1.824615e+00|1.824615e+00|-5.406788e-01|4.412407e-02|4.412407e-02|-1.212000e+01|0.000000e+00|0.000000e+00|1.189178e+02|5.222290e+00|5.222290e+00|-1.728852e-01|1.012602e-01|1.012602e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.138530e+02|5.221588e+00|5.221588e+00|-9.439067e-02|1.160882e-01|1.160882e-01|-3.736262e+00|1.298395e+00|1.298395e+00|8.820303e+01|1.815300e+00|1.815300e+00|-5.406766e-01|4.414994e-02|4.414994e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB080828189|3.008|3.329|-0.128|4.1132e-07|1.6779e-08|||||||||||||1.189351e+02|1.032592e+01|1.032592e+01|1.064776e+01|6.533349e+00|6.533349e+00|1.000000e+02|0.000000e+00|0.000000e+00||||||||||1.189351e+02|1.032592e+01|1.032592e+01|1.064776e+01|6.533349e+00|6.533349e+00|1.000000e+02|0.000000e+00|0.000000e+00
GRB150324319|13.056|0.724|-0.256|7.8092e-06|5.9463e-08|3.615711e-02|3.494617e-03|3.494617e-03|1.179207e+02|4.845161e+00|4.845161e+00|-5.652593e-01|6.111777e-02|6.111777e-02|-3.102889e+00|5.218353e-01|5.218353e-01|1.190510e+02|6.159927e+00|6.159927e+00|2.945951e-01|1.790099e-01|1.790099e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.142710e+02|7.199341e+00|7.199341e+00|3.865002e-01|1.974363e-01|1.974363e-01|-3.170396e+00|7.443647e-01|7.443647e-01|1.231039e+02|4.311027e+00|4.311027e+00|-6.113135e-01|5.460352e-02|5.460352e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB130104721|26.368|3.593|-1.792|5.6683e-06|5.6314e-08|8.724659e-03|1.170199e-03|1.170199e-03|1.166374e+02|1.480570e+01|1.480570e+01|-1.351430e+00|8.471847e-02|8.471847e-02|-2.334534e+00|2.522505e+00|2.522505e+00|1.190902e+02|1.179413e+01|1.179413e+01|-9.483995e-01|1.237301e-01|1.237301e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.199287e+02|1.264191e+01|1.264191e+01|-9.599987e-01|1.119800e-01|1.119800e-01|-8.907087e+00|5.144845e+03|5.144845e+03|1.378406e+02|1.253779e+01|1.253779e+01|-1.404441e+00|4.814363e-02|4.814363e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB081221681|29.697|0.410|3.328|3.0037e-05|8.6881e-08|6.971789e-02|2.871290e-03|2.871290e-03|8.691359e+01|1.327530e+00|1.327530e+00|-8.387346e-01|2.245021e-02|2.245021e-02|-3.674530e+00|4.704061e-01|4.704061e-01|1.191072e+02|3.771103e+00|3.771103e+00|-3.563595e-01|6.428725e-02|6.428725e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.164715e+02|4.384186e+00|4.384186e+00|-3.248393e-01|7.100931e-02|7.100931e-02|-3.883302e+00|6.845659e+00|6.845659e+00|8.840163e+01|1.105225e+00|1.105225e+00|-8.568170e-01|2.037936e-02|2.037936e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB081006872|3.328|1.305|-0.512|3.8718e-07|2.0198e-08|8.839451e-03|3.333206e-03|3.333206e-03|1.568047e+02|4.465547e+01|4.465547e+01|-4.646360e-01|3.541518e-01|3.541518e-01|-3.916871e+00|1.143854e+01|1.143854e+01|1.191171e+02|1.755319e+01|1.755319e+01|2.156389e+00|1.505696e+00|1.505696e+00|1.000000e+02|0.000000e+00|0.000000e+00|1.137993e+02|2.037228e+01|2.037228e+01|2.314408e+00|1.548895e+00|1.548895e+00|-2.678878e+00|2.553402e+00|2.553402e+00|1.550341e+02|2.963511e+01|2.963511e+01|-4.368200e-01|3.770346e-01|3.770346e-01|1.000000e+02|0.000000e+00|0.000000e+00
