Resultsfromheasarc_fermigbrst:FermiGBMBurstCatalog
Coordinatesystem:Equatorial
|name|t90|t90_error|fluence|fluence_error|pflx_comp_epeak|pflx_comp_epeak_pos_err|pflx_comp_epeak_neg_err|pflx_comp_index|pflx_comp_index_pos_err|pflx_comp_index_neg_err|pflx_comp_pivot|pflx_comp_pivot_pos_err|pflx_comp_pivot_neg_err|pflx_comp_ergflux|pflx_comp_ergflux_error|
|GRB140919636|108.546|1.619|1.0749e-05|2.4070e-08|4.086312e+02|7.181711e+01|7.181711e+01|-5.337033e-01|1.781101e-01|1.781101e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.700572e-07|8.872627e-08|
|GRB150630223|22.784|1.864|1.0775e-05|5.6127e-08|2.953977e+02|1.073153e+02|1.073153e+02|-1.854548e+00|4.578018e-02|4.578018e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.606744e-06|8.872837e-08|
|GRB160223416|17.920|2.360|3.6135e-06|7.2351e-08|6.546792e+02|1.620262e+02|1.620262e+02|-5.373964e-01|2.228904e-01|2.228904e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.422233e-07|8.876340e-08|
|GRB090529564|9.853|0.179|8.6899e-06|3.3272e-08|1.825670e+02|1.390735e+01|1.390735e+01|-8.932011e-01|6.541836e-02|6.541836e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.044720e-06|8.882445e-08|
|GRB161230511|48.896|4.382|2.6151e-06|5.2662e-08|3.459793e+02|1.085559e+02|1.085559e+02|-7.016571e-01|2.596635e-01|2.596635e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.031818e-07|8.892901e-08|
|GRB091026485|3.328|0.779|5.6672e-07|2.4418e-08|2.744231e+02|1.266099e+02|1.266099e+02|-1.217018e+00|2.525985e-01|2.525985e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.349694e-07|8.899697e-08|
|GRB170326489|9.728|2.721|9.7651e-07|4.3962e-08|7.408443e+02|3.878232e+02|3.878232e+02|-1.050759e+00|2.367028e-01|2.367028e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.643682e-07|8.910454e-08|
|GRB151212064|13.312|1.557|8.4142e-06|3.2493e-08|2.048716e+02|1.533321e+01|1.533321e+01|-6.793992e-01|7.381278e-02|7.381278e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.671889e-06|8.917692e-08|
|GRB140124527|121.538|5.838|2.0142e-05|1.4171e-07|4.725640e+02|7.684055e+01|7.684055e+01|-5.548016e-01|1.522599e-01|1.522599e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.015130e-06|8.925331e-08|
|GRB160528276|7.168|2.611|7.4301e-07|6.9412e-08|1.481777e+02|1.167362e+02|1.167362e+02|-1.279506e+00|6.489776e-01|6.489776e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.363194e-07|8.933634e-08|
|GRB090509215|282.372|3.167|3.5842e-06|4.2737e-08|6.640397e+02|3.206007e+02|3.206007e+02|-9.689171e-01|1.847042e-01|1.847042e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.844679e-07|8.946554e-08|
|GRB150423285|14.336|8.039|1.2639e-06|4.9034e-08|8.331674e+02|6.122609e+02|6.122609e+02|-1.344127e+00|2.277377e-01|2.277377e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.860600e-07|8.950580e-08|
|GRB171227000|37.633|0.572|2.8962e-04|8.4625e-08|6.336321e+02|1.279154e+02|1.279154e+02|-2.041151e+00|3.055846e-03|3.055846e-03|1.000000e+02|0.000000e+00|0.000000e+00|6.738639e-06|8.962165e-08|
|GRB160314929|98.562|5.431|4.4671e-06|5.8558e-08|4.158781e+02|1.366753e+02|1.366753e+02|-1.063030e+00|1.695273e-01|1.695273e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.566442e-07|8.973743e-08|
|GRB170316710|39.425|1.145|6.6905e-06|3.3987e-08|3.483236e+02|6.327060e+01|6.327060e+01|-8.313300e-01|1.203820e-01|1.203820e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.611546e-07|8.977421e-08|
|GRB090426066|16.128|5.152|6.7693e-07|4.3660e-08|3.539442e+02|1.426159e+02|1.426159e+02|-8.636346e-01|3.985681e-01|3.985681e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.755802e-07|8.983187e-08|
|GRB100112418|23.040|0.572|1.0497e-06|1.0969e-08|4.229269e+02|1.980750e+02|1.980750e+02|-9.828813e-01|4.160644e-01|4.160644e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.396718e-07|8.985028e-08|
|GRB150618674|45.312|1.086|3.6792e-06|4.9271e-08|8.863449e+02|2.378971e+02|2.378971e+02|-5.150953e-01|2.209133e-01|2.209133e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.184435e-06|8.985663e-08|
|GRB140912664|2.304|1.619|5.9209e-07|2.1183e-08|3.934018e+02|1.151089e+02|1.151089e+02|-5.277809e-01|3.127475e-01|3.127475e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.130373e-07|8.998362e-08|
|GRB080808772|210.178|5.976|6.3069e-06|5.2876e-08|5.458733e+02|2.602742e+02|2.602742e+02|-7.086707e-01|5.207859e-01|5.207859e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.672823e-07|9.003335e-08|
|GRB140716306|3.328|2.919|2.3956e-07|3.2221e-08|8.429147e+02|3.117319e+02|3.117319e+02|-5.426266e-01|3.144323e-01|3.144323e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.506958e-07|9.004879e-08|
|GRB081126899|54.145|0.923|1.1449e-05|6.6615e-08|3.320969e+02|3.381815e+01|3.381815e+01|-5.321755e-01|1.039913e-01|1.039913e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.356799e-06|9.013652e-08|
|GRB080809808|28.160|2.896|4.1354e-06|5.4980e-08|1.188895e+02|6.837136e+01|6.837136e+01|-1.620334e+00|4.092890e-01|4.092890e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.036060e-07|9.027679e-08|
|GRB180611145|8.960|0.572|4.7044e-06|3.2085e-08|3.376210e+02|3.951093e+01|3.951093e+01|-8.054349e-01|8.570379e-02|8.570379e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.596058e-06|9.030894e-08|
|GRB160119072|23.296|7.424|7.5283e-07|3.5525e-08|2.948157e+02|1.168824e+02|1.168824e+02|-7.457946e-01|5.154133e-01|5.154133e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.352388e-07|9.032755e-08|
|GRB130828306|136.962|0.923|3.8936e-05|6.0718e-08|2.399477e+02|2.349736e+01|2.349736e+01|-3.437370e-01|1.427667e-01|1.427667e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.208389e-06|9.034572e-08|
|GRB101223834|56.065|5.497|2.4552e-06|4.5416e-08|2.410568e+02|6.755377e+01|6.755377e+01|-7.679193e-01|4.482174e-01|4.482174e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.706246e-07|9.035273e-08|
|GRB141109447|32.000|4.104|5.2109e-06|8.6511e-08|3.220914e+02|6.708949e+01|6.708949e+01|-2.807201e-01|4.545401e-01|4.545401e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.217225e-07|9.035924e-08|
|GRB150213001|4.096|0.091|2.8758e-05|1.8170e-08|8.791930e+01|1.053879e+00|1.053879e+00|-1.115738e+00|1.777899e-02|1.777899e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.222604e-05|9.043453e-08|
|GRB110717319|90.369|0.810|4.2450e-05|5.2030e-08|2.662459e+02|1.799025e+01|1.799025e+01|-7.439317e-01|6.234765e-02|6.234765e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.242573e-06|9.050530e-08|
|GRB180412425|20.992|0.722|2.9571e-06|2.0817e-08|5.316788e+02|9.687820e+01|9.687820e+01|-7.829974e-01|1.113202e-01|1.113202e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.143495e-06|9.068426e-08|
|GRB180205323|47.360|2.919|3.9590e-06|4.7995e-08|3.687502e+02|1.035586e+02|1.035586e+02|-5.915657e-01|3.022535e-01|3.022535e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.006813e-07|9.074525e-08|
|GRB161228405|50.176|3.444|3.2743e-06|6.9125e-08|3.362181e+02|8.187373e+01|8.187373e+01|-8.616753e-01|1.536258e-01|1.536258e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.375181e-07|9.075909e-08|
|GRB121113544|95.490|2.611|2.6848e-05|7.8198e-08|2.021445e+02|3.002104e+01|3.002104e+01|-9.157387e-01|1.168733e-01|1.168733e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.924160e-07|9.077469e-08|
|GRB090516137|110.594|4.199|1.6153e-05|1.4397e-07|3.675077e+02|7.727628e+01|7.727628e+01|-7.825774e-01|1.539282e-01|1.539282e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.705108e-07|9.079889e-08|
|GRB090330279|75.265|1.379|1.3734e-05|4.8934e-08|3.484380e+02|5.292508e+01|5.292508e+01|-8.330654e-01|1.057147e-01|1.057147e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.076423e-06|9.091611e-08|
|GRB120512112|18.176|1.350|1.2404e-05|7.1173e-08|6.185996e+02|9.775696e+01|9.775696e+01|-8.868234e-01|7.645267e-02|7.645267e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.780323e-06|9.094859e-08|
|GRB131217183|9.216|1.145|5.7467e-06|7.9917e-08|3.294713e+02|5.795776e+01|5.795776e+01|-7.466133e-01|1.390443e-01|1.390443e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.789425e-07|9.096468e-08|
|GRB120222119|29.440|5.382|2.4509e-06|6.2101e-08|2.647860e+02|1.180407e+02|1.180407e+02|-1.345717e+00|3.730649e-01|3.730649e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.337820e-07|9.107321e-08|
|GRB160728337|18.688|4.924|9.5055e-07|6.2236e-08|3.795322e+02|7.658670e+02|7.658670e+02|-1.328013e+00|4.865878e-01|4.865878e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.795538e-07|9.110832e-08|
|GRB110906302|23.936|2.550|3.7958e-06|3.1430e-08|3.426202e+02|8.425281e+01|8.425281e+01|-9.704495e-01|1.417174e-01|1.417174e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.176418e-07|9.128523e-08|
|GRB120121251|37.121|11.876|1.1544e-05|6.6510e-08|3.823227e+02|8.268390e+01|8.268390e+01|-1.062842e+00|1.027329e-01|1.027329e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.088088e-06|9.129266e-08|
|GRB140302342|67.584|5.655|5.9576e-06|4.4491e-08|3.125023e+02|5.350275e+01|5.350275e+01|-4.504341e-01|2.117850e-01|2.117850e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.645700e-07|9.133585e-08|
|GRB180623849|15.872|0.810|2.0269e-05|3.3972e-08|2.731297e+02|2.144194e+01|2.144194e+01|-8.455232e-01|6.090796e-02|6.090796e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.121795e-06|9.147417e-08|
|GRB120919052|118.018|0.362|2.0674e-05|3.8149e-08|3.187574e+02|3.393253e+01|3.393253e+01|-7.677798e-01|7.798284e-02|7.798284e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.576440e-06|9.149469e-08|
|GRB130409960|26.112|1.056|7.8707e-06|5.1871e-08|3.617066e+02|5.516370e+01|5.516370e+01|-1.089816e+00|6.652927e-02|6.652927e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.480572e-06|9.150894e-08|
|GRB110522296|27.136|1.950|1.0566e-06|4.0610e-08|5.284545e+02|1.570557e+02|1.570557e+02|-2.211754e-01|3.954866e-01|3.954866e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.193734e-07|9.151021e-08|
|GRB110705364|19.200|0.923|8.9429e-06|9.9652e-08|2.979419e+02|3.959228e+01|3.959228e+01|-7.963087e-01|1.065670e-01|1.065670e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.110927e-06|9.155339e-08|
|GRB100326402|144.130|26.959|1.2114e-05|1.1628e-07|4.531362e+02|1.634758e+02|1.634758e+02|-9.603066e-01|2.074119e-01|2.074119e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.683393e-07|9.159793e-08|
|GRB121004211|1.536|0.572|3.7942e-07|1.0625e-08|7.294752e+01|1.063767e+01|1.063767e+01|1.998477e+00|1.606285e+00|1.606285e+00|1.000000e+02|0.000000e+00|0.000000e+00|4.584193e-07|9.162592e-08|
|GRB170813051|111.872|4.871|3.6264e-06|3.5609e-08|9.034331e+02|2.420663e+02|2.420663e+02|-2.609561e-01|2.605891e-01|2.605891e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.003012e-06|9.163967e-08|
|GRB090907017|39.489|4.443|4.5416e-06|8.7098e-08|9.337465e+02|3.647095e+02|3.647095e+02|-8.959323e-01|1.948437e-01|1.948437e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.720271e-07|9.165306e-08|
|GRB180401846|23.040|1.056|2.2974e-05|8.9792e-08|1.189178e+02|5.222290e+00|5.222290e+00|-1.728852e-01|1.012602e-01|1.012602e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.483238e-06|9.166511e-08|
|GRB130604033|26.880|0.923|1.7465e-05|1.3070e-07|2.531305e+02|2.246025e+01|2.246025e+01|-8.766620e-01|6.594652e-02|6.594652e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.806725e-06|9.172361e-08|
|GRB140511995|59.136|1.379|6.7460e-06|4.1536e-08|4.316385e+02|1.139781e+02|1.139781e+02|-9.081452e-01|1.559037e-01|1.559037e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.473309e-07|9.175837e-08|
|GRB130929375|2.304|0.487|3.2263e-07|1.3956e-08|4.937826e+02|5.108958e+02|5.108958e+02|-8.383981e-01|5.130701e-01|5.130701e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.606813e-07|9.180564e-08|
|GRB110411629|23.552|1.950|3.5843e-06|6.8805e-08|1.905847e+02|4.374645e+01|4.374645e+01|-8.049220e-01|2.412385e-01|2.412385e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.435403e-07|9.183148e-08|
|GRB081204004|7.424|1.846|1.0188e-06|5.3861e-08|2.985178e+02|7.223128e+01|7.223128e+01|-7.566202e-01|1.782182e-01|1.782182e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.656978e-07|9.186066e-08|
|GRB100704149|171.523|2.673|8.3883e-06|5.8907e-08|2.606237e+02|2.913728e+01|2.913728e+01|-5.468251e-01|1.165576e-01|1.165576e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.186175e-06|9.189159e-08|
|GRB131123543|3.136|0.716|4.0835e-07|2.7357e-08|3.637523e+02|8.114032e+01|8.114032e+01|-6.778314e-01|1.741551e-01|1.741551e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.196638e-07|9.193353e-08|
|GRB160508290|11.008|1.145|1.1230e-06|2.4416e-08|3.347749e+02|1.056755e+02|1.056755e+02|-5.415072e-01|2.820125e-01|2.820125e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.260818e-07|9.198329e-08|
|GRB170916700|5.120|0.923|1.0134e-06|8.5071e-08|5.663520e+02|8.738683e+02|8.738683e+02|-1.385996e+00|4.397439e-01|4.397439e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.995141e-07|9.198862e-08|
|GRB131011741|77.057|2.996|8.8767e-06|6.4368e-08|4.020356e+02|9.722711e+01|9.722711e+01|-8.589725e-01|1.627810e-01|1.627810e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.421904e-07|9.203517e-08|
|GRB130905377|21.248|1.305|4.4426e-06|8.1592e-08|3.366065e+02|6.229590e+01|6.229590e+01|-3.160284e-01|2.770725e-01|2.770725e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.966127e-07|9.231903e-08|
|GRB120908938|66.945|2.988|5.1596e-06|1.1179e-07|1.970111e+02|7.917797e+01|7.917797e+01|-1.092038e+00|4.659102e-01|4.659102e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.533680e-07|9.248460e-08|
|GRB100212550|3.773|0.270|3.6033e-06|9.2089e-08|3.848003e+02|4.641748e+01|4.641748e+01|1.634553e-01|2.436869e-01|2.436869e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.059066e-06|9.277528e-08|
|GRB130725527|6.656|0.860|5.1820e-06|6.1025e-08|3.172651e+02|2.645425e+01|2.645425e+01|-4.842790e-01|8.638209e-02|8.638209e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.896807e-06|9.277970e-08|
|GRB170329387|33.536|6.149|1.1071e-05|3.8445e-08|9.796145e+02|1.529033e+02|1.529033e+02|-4.450397e-01|1.157112e-01|1.157112e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.137863e-06|9.285253e-08|
|GRB110520302|12.288|11.336|1.0428e-06|5.1064e-08|2.322358e+02|8.214801e+01|8.214801e+01|-9.330205e-01|4.378672e-01|4.378672e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.016104e-07|9.285834e-08|
|GRB080803772|26.240|1.691|4.3867e-06|7.4321e-08|3.445902e+02|4.976523e+01|4.976523e+01|3.917987e-01|3.892297e-01|3.892297e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.010324e-07|9.289421e-08|
|GRB140110263|9.472|1.619|5.4260e-06|4.5332e-08|2.032261e+03|4.768602e+02|4.768602e+02|-5.116354e-01|1.052889e-01|1.052889e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.554463e-06|9.290817e-08|
|GRB140723067|56.320|4.222|1.4857e-05|9.7186e-08|9.294527e+02|1.346737e+02|1.346737e+02|-3.581113e-01|1.250082e-01|1.250082e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.101584e-06|9.296333e-08|
|GRB130408653|9.216|3.665|2.0522e-06|4.8250e-08|2.598376e+02|6.905049e+01|6.905049e+01|-1.232819e+00|1.442358e-01|1.442358e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.189304e-07|9.299041e-08|
|GRB140715231|77.312|3.083|9.6496e-06|5.6802e-08|2.617405e+02|8.535490e+01|8.535490e+01|-1.344659e+00|1.235243e-01|1.235243e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.409713e-07|9.300618e-08|
|GRB090227310|16.189|0.831|2.8560e-06|2.0791e-08|1.354948e+03|3.961202e+02|3.961202e+02|-8.438035e-01|1.128697e-01|1.128697e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.273662e-06|9.303622e-08|
|GRB170130510|101.122|1.493|7.3402e-06|6.6579e-08|4.041125e+02|8.814954e+01|8.814954e+01|-1.022809e+00|1.151614e-01|1.151614e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.098407e-06|9.303920e-08|
|GRB170126480|13.824|3.083|8.5363e-06|6.6325e-08|2.204772e+02|1.986850e+01|1.986850e+01|-6.616206e-01|8.048719e-02|8.048719e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.698512e-06|9.304660e-08|
|GRB140712973|28.160|8.444|5.0997e-06|1.4995e-07|3.551338e+02|1.244907e+02|1.244907e+02|-1.184444e+00|1.715522e-01|1.715522e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.642008e-07|9.315307e-08|
|GRB170923101|46.080|14.956|2.4551e-06|5.5859e-08|4.794009e+02|1.175635e+02|1.175635e+02|-6.278310e-01|1.866897e-01|1.866897e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.243003e-07|9.316258e-08|
|GRB160107931|113.922|17.755|2.7302e-05|1.1595e-07|2.597283e+02|2.347339e+01|2.347339e+01|-1.087536e+00|5.057037e-02|5.057037e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.231520e-06|9.316427e-08|
|GRB110929187|5.120|0.572|2.1973e-06|1.9698e-08|2.424740e+02|2.684126e+01|2.684126e+01|-4.046353e-01|1.436502e-01|1.436502e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.081657e-06|9.331861e-08|
|GRB091010113|5.952|0.143|9.9565e-06|5.8682e-08|1.467698e+02|4.390533e+00|4.390533e+00|-6.318035e-01|4.283088e-02|4.283088e-02|1.000000e+02|0.000000e+00|0.000000e+00|4.681835e-06|9.348040e-08|
|GRB130623790|42.241|1.863|8.6916e-06|5.4454e-08|9.762712e+02|4.276095e+02|4.276095e+02|-1.406320e+00|7.193172e-02|7.193172e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.611418e-06|9.349662e-08|
|GRB160831411|50.689|2.318|6.2148e-06|3.8713e-08|7.689768e+02|2.515219e+02|2.515219e+02|-6.946135e-01|2.197672e-01|2.197672e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.002064e-06|9.356251e-08|
|GRB180710062|90.112|3.208|4.3350e-06|3.5984e-08|2.617289e+02|1.185091e+02|1.185091e+02|-1.086897e+00|5.207259e-01|5.207259e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.121131e-07|9.361368e-08|
|GRB090908341|36.864|0.923|2.6038e-06|1.5904e-08|2.558171e+03|1.027870e+03|1.027870e+03|-7.411090e-01|1.742329e-01|1.742329e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.442374e-07|9.362847e-08|
|GRB090623913|7.168|3.114|2.1558e-06|5.5426e-08|3.204679e+02|8.902620e+01|8.902620e+01|-9.303598e-01|1.962132e-01|1.962132e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.558953e-07|9.370471e-08|
|GRB180614327|9.216|2.573|4.1260e-07|2.3483e-08|2.574561e+02|9.816022e+01|9.816022e+01|-9.776540e-01|3.881002e-01|3.881002e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.383302e-07|9.383772e-08|
|GRB170614505|5.376|1.639|4.2351e-07|4.7147e-08|5.404144e+02|1.064696e+03|1.064696e+03|-1.323730e+00|3.501796e-01|3.501796e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.355454e-07|9.385171e-08|
|GRB101117496|50.177|1.639|8.2414e-06|7.6907e-08|3.291168e+02|8.355559e+01|8.355559e+01|-9.382366e-01|1.671009e-01|1.671009e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.558106e-07|9.392918e-08|
|GRB090610883|7.424|1.639|7.6429e-07|2.2375e-08|5.105256e+02|2.594459e+02|2.594459e+02|-1.185575e+00|2.924858e-01|2.924858e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.501296e-07|9.403008e-08|
|GRB140701833|6.912|0.923|2.6090e-06|5.1773e-08|2.533908e+02|3.035890e+01|3.035890e+01|-7.891001e-01|1.128526e-01|1.128526e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.240834e-06|9.418672e-08|
|GRB090112729|14.080|5.126|9.2301e-06|1.0780e-07|1.994113e+02|1.552516e+01|1.552516e+01|-7.199452e-01|8.158189e-02|8.158189e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.829039e-06|9.422427e-08|
|GRB111010899|18.560|2.988|9.5878e-07|5.1674e-08|3.320939e+02|1.804692e+02|1.804692e+02|-9.843620e-01|3.018302e-01|3.018302e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.510536e-07|9.426669e-08|
|GRB120618919|47.616|12.299|3.6287e-06|5.6892e-08|2.123208e+02|5.665404e+01|5.665404e+01|-8.523059e-01|2.701949e-01|2.701949e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.970166e-07|9.428332e-08|
|GRB080812889|15.040|0.462|2.4547e-06|4.1782e-08|2.662379e+02|8.840442e+01|8.840442e+01|-4.027024e-01|4.898382e-01|4.898382e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.119970e-07|9.432320e-08|
|GRB110117626|43.264|1.639|3.0284e-06|1.9145e-08|8.817291e+02|2.476493e+02|2.476493e+02|-3.831070e-01|2.306079e-01|2.306079e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.184842e-06|9.432674e-08|
|GRB180416340|103.426|6.405|3.8795e-05|2.2190e-07|2.594384e+02|1.078590e+01|1.078590e+01|-6.519569e-01|4.031163e-02|4.031163e-02|1.000000e+02|0.000000e+00|0.000000e+00|3.775205e-06|9.438204e-08|
|GRB131215298|23.040|2.360|8.0468e-06|9.0293e-08|6.009583e+02|1.082863e+02|1.082863e+02|-5.997549e-01|1.416573e-01|1.416573e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.422232e-06|9.455807e-08|
|GRB150612702|68.353|2.202|1.9794e-05|9.9068e-08|3.027327e+02|9.336159e+01|9.336159e+01|-1.211665e+00|1.426303e-01|1.426303e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.862880e-07|9.468690e-08|
|GRB150426594|22.528|3.167|1.0847e-05|8.1284e-08|1.702752e+02|1.003888e+01|1.003888e+01|-7.432997e-01|7.983619e-02|7.983619e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.540005e-06|9.487256e-08|
|GRB180701469|25.601|1.619|4.3789e-06|3.5303e-08|3.131522e+02|5.227277e+01|5.227277e+01|-1.895045e-01|2.863100e-01|2.863100e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.351303e-07|9.490807e-08|
|GRB180428102|64.510|0.923|5.2549e-06|4.3172e-08|3.433037e+02|4.514554e+01|4.514554e+01|-7.682792e-01|1.069555e-01|1.069555e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.174267e-06|9.499619e-08|
|GRB170423872|9.984|0.724|6.3122e-06|4.7537e-08|3.337220e+02|3.494019e+01|3.494019e+01|-4.244636e-01|1.238203e-01|1.238203e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.327350e-06|9.499880e-08|
|GRB150630958|39.169|9.812|2.3007e-06|6.6990e-08|5.504501e+02|2.324857e+02|2.324857e+02|-1.216747e+00|1.594530e-01|1.594530e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.582678e-07|9.500462e-08|
|GRB161105417|41.473|1.086|9.5415e-06|3.5973e-08|6.018720e+02|1.214521e+02|1.214521e+02|-1.068778e+00|7.102633e-02|7.102633e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.815173e-06|9.501620e-08|
|GRB100502356|95.810|2.382|1.5598e-05|2.0791e-07|3.681205e+02|8.193652e+01|8.193652e+01|-9.415695e-01|1.263856e-01|1.263856e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.882914e-07|9.517277e-08|
|GRB100527795|190.979|6.759|1.4400e-05|5.4461e-08|2.570397e+02|3.646959e+01|3.646959e+01|-7.647918e-01|1.225975e-01|1.225975e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.059529e-06|9.520361e-08|
|GRB091020977|37.505|0.905|1.0749e-05|6.1100e-08|7.199403e+02|9.366968e+01|9.366968e+01|-5.041887e-01|1.041693e-01|1.041693e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.201840e-06|9.523158e-08|
|GRB170422343|25.344|0.572|2.1568e-05|2.5015e-08|2.223151e+02|1.498611e+01|1.498611e+01|-6.281539e-01|6.842345e-02|6.842345e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.042240e-06|9.523402e-08|
|GRB110618760|89.601|4.291|9.7807e-06|5.4356e-08|3.649093e+02|9.748877e+01|9.748877e+01|-8.794872e-01|1.650636e-01|1.650636e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.103819e-07|9.529197e-08|
|GRB091112737|24.576|0.923|9.8981e-06|8.8617e-08|5.487979e+02|1.691207e+02|1.691207e+02|-9.919882e-01|1.609827e-01|1.609827e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.317539e-07|9.530825e-08|
