Resultsfromheasarc_fermigbrst:FermiGBMBurstCatalog
Coordinatesystem:Equatorial
|name|t90|t90_error|fluence|fluence_error|pflx_comp_epeak|pflx_comp_epeak_pos_err|pflx_comp_epeak_neg_err|pflx_comp_index|pflx_comp_index_pos_err|pflx_comp_index_neg_err|pflx_comp_pivot|pflx_comp_pivot_pos_err|pflx_comp_pivot_neg_err|pflx_comp_ergflux|pflx_comp_ergflux_error|
|GRB120806007|26.624|1.557|4.9018e-06|3.6937e-08|1.348769e+02|1.482256e+01|1.482256e+01|-1.084167e+00|1.035935e-01|1.035935e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.752436e-07|4.669668e-08|
|GRB141114687|44.800|4.222|3.5928e-06|4.0557e-08|1.211730e+02|2.291264e+01|2.291264e+01|-4.107194e-01|4.404533e-01|4.404533e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.758253e-07|4.674556e-08|
|GRB110430375|32.513|1.717|7.0669e-06|3.8541e-08|1.315477e+02|2.360838e+01|2.360838e+01|-1.131572e+00|1.570957e-01|1.570957e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.862980e-07|4.683513e-08|
|GRB150815604|24.576|5.591|2.2456e-06|5.5094e-08|3.412424e+03|1.161908e+04|1.161908e+04|-1.533209e+00|1.471877e-01|1.471877e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.630331e-07|4.688845e-08|
|GRB110228011|44.481|2.834|5.1435e-06|4.9943e-08|1.055025e+02|1.533960e+01|1.533960e+01|-7.320281e-01|2.552166e-01|2.552166e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.860823e-07|4.700062e-08|
|GRB090629543|20.480|4.762|4.3931e-07|2.4832e-08|9.674591e+05|6.042183e+08|6.042183e+08|-1.633415e+00|5.404663e-01|5.404663e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.266593e-07|4.700645e-08|
|GRB140204547|71.168|8.798|2.3535e-06|3.6892e-08|1.823047e+02|5.661333e+01|5.661333e+01|-9.313796e-01|4.085445e-01|4.085445e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.746467e-07|4.709494e-08|
|GRB080920268|113.921|3.125|1.8684e-06|6.3440e-08|1.546319e+02|4.778251e+01|4.778251e+01|-7.097239e-01|9.054575e-01|9.054575e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.109729e-07|4.724034e-08|
|GRB080816503|64.769|1.810|1.3301e-05|8.2522e-08|1.372925e+02|1.311105e+01|1.311105e+01|-7.828095e-01|1.169438e-01|1.169438e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.262948e-07|4.743396e-08|
|GRB180314030|22.016|0.572|1.3308e-05|3.5807e-08|8.050195e+01|5.668312e+00|5.668312e+00|-8.673743e-02|2.240625e-01|2.240625e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.935931e-07|4.770796e-08|
|GRB160605847|5.504|0.842|2.7295e-06|4.2858e-08|4.692575e+01|8.913815e+00|8.913815e+00|-1.721965e+00|1.223508e-01|1.223508e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.293376e-07|4.772664e-08|
|GRB180126095|18.432|4.636|9.3269e-06|7.4567e-08|8.495278e+01|4.568375e+00|4.568375e+00|-1.120888e+00|7.748473e-02|7.748473e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.421677e-06|4.775265e-08|
|GRB090826068|8.704|2.862|8.4840e-07|4.0948e-08|1.598658e+02|3.322608e+01|3.322608e+01|-7.532174e-01|2.641718e-01|2.641718e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.986822e-07|4.804546e-08|
|GRB091207333|27.073|0.916|5.3668e-06|1.1451e-07|1.600580e+02|1.546652e+01|1.546652e+01|-1.676320e-01|2.654316e-01|2.654316e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.126585e-07|4.804581e-08|
|GRB160925221|50.944|7.718|2.3202e-06|2.4223e-08|1.910201e+02|1.080972e+02|1.080972e+02|-8.393203e-01|5.128378e-01|5.128378e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.484607e-07|4.805604e-08|
|GRB161012637|6.400|3.114|6.1394e-07|2.5983e-08|1.494033e+02|4.683651e+01|4.683651e+01|-9.579778e-01|3.725619e-01|3.725619e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.097860e-07|4.806245e-08|
|GRB151001628|23.552|5.938|2.6718e-06|6.4636e-08|1.449648e+02|4.131319e+01|4.131319e+01|-7.412742e-01|4.599155e-01|4.599155e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.965426e-07|4.809199e-08|
|GRB160220868|22.528|9.444|1.2136e-06|1.0895e-07|1.954948e+02|8.496909e+01|8.496909e+01|3.269721e-01|1.203671e+00|1.203671e+00|1.000000e+02|0.000000e+00|0.000000e+00|1.249898e-07|4.823358e-08|
|GRB091002685|2.752|3.089|3.3749e-07|1.4855e-08|1.704643e+02|4.187514e+01|4.187514e+01|-7.086157e-01|4.325481e-01|4.325481e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.036151e-07|4.835870e-08|
|GRB160609941|60.160|4.167|2.1305e-06|9.7318e-08|1.084672e+02|1.829083e+01|1.829083e+01|-6.228228e-01|4.055836e-01|4.055836e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.088293e-07|4.838829e-08|
|GRB160710233|57.856|5.526|1.5797e-06|3.0541e-08|1.925462e+02|3.493681e+01|3.493681e+01|3.207540e-01|6.542898e-01|6.542898e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.330080e-07|4.839528e-08|
|GRB151120349|28.416|4.615|9.6457e-06|2.5431e-08|1.029610e+02|1.680911e+01|1.680911e+01|-1.494959e+00|1.153032e-01|1.153032e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.903853e-07|4.852421e-08|
|GRB161022114|26.368|6.323|1.7294e-06|8.7850e-08|9.039946e+01|2.966399e+01|2.966399e+01|-3.656139e-01|9.533789e-01|9.533789e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.863406e-07|4.863173e-08|
|GRB131202633|19.968|7.748|8.1695e-07|5.2580e-08|1.715261e+02|5.183893e+01|5.183893e+01|-6.573557e-01|6.140333e-01|6.140333e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.441899e-07|4.863977e-08|
|GRB180222239|50.689|11.056|6.6307e-06|4.9100e-08|1.601757e+02|2.065466e+01|2.065466e+01|-3.831606e-01|2.219898e-01|2.219898e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.825289e-07|4.868267e-08|
|GRB090514734|54.401|4.077|9.5504e-06|2.1035e-07|3.250000e+02|1.069161e+04|1.069161e+04|-1.994680e+00|1.096116e-01|1.096116e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.549824e-07|4.873585e-08|
|GRB120817057|36.864|4.672|1.0398e-06|2.9563e-08|1.813497e+02|5.953590e+01|5.953590e+01|2.827711e-02|9.721623e-01|9.721623e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.452495e-07|4.873900e-08|
|GRB150502435|109.314|6.676|2.5476e-05|9.2295e-08|1.611886e+02|1.545236e+01|1.545236e+01|-4.167402e-01|1.602413e-01|1.602413e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.196983e-07|4.876047e-08|
|GRB110529811|34.816|4.636|3.3297e-06|2.9844e-08|1.349847e+02|3.308661e+01|3.308661e+01|-1.076904e+00|3.532229e-01|3.532229e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.073602e-07|4.897660e-08|
|GRB111008992|42.496|4.128|3.0342e-06|2.6634e-08|3.631209e+03|2.458535e+04|2.458535e+04|-1.639890e+00|1.693758e-01|1.693758e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.179685e-07|4.902962e-08|
|GRB121217313|828.672|11.363|6.7667e-06|6.5604e-08|1.195280e+02|2.827544e+01|2.827544e+01|-9.330373e-01|3.220316e-01|3.220316e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.687483e-07|4.907354e-08|
|GRB131102622|62.976|7.886|1.4220e-06|4.6356e-08|1.662315e+04|4.821169e+05|4.821169e+05|-1.650578e+00|1.668432e-01|1.668432e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.623133e-07|4.907468e-08|
|GRB150721732|11.520|1.639|1.3508e-06|3.4063e-08|1.510204e+02|3.183948e+01|3.183948e+01|-1.058665e+00|1.946217e-01|1.946217e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.483325e-07|4.912805e-08|
|GRB141105358|19.200|4.261|1.8375e-06|3.0209e-08|1.570964e+02|2.860951e+01|2.860951e+01|-6.331963e-01|2.808162e-01|2.808162e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.507920e-07|4.918192e-08|
|GRB141230834|28.928|1.493|3.1557e-06|2.9795e-08|1.752084e+02|2.626712e+01|2.626712e+01|-2.125924e-01|3.104563e-01|3.104563e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.501323e-07|4.919264e-08|
|GRB100802240|28.672|3.167|1.2014e-06|3.2284e-08|1.707385e+02|3.518677e+01|3.518677e+01|4.074700e-01|8.660495e-01|8.660495e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.836559e-07|4.920474e-08|
|GRB150211239|18.432|6.481|8.6981e-07|6.0518e-08|1.194065e+02|3.895203e+01|3.895203e+01|-8.033572e-01|6.207296e-01|6.207296e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.762909e-07|4.921556e-08|
|GRB160303971|27.136|6.987|1.3771e-06|3.5572e-08|1.110649e+03|7.237069e+02|7.237069e+02|-1.268341e+00|1.800482e-01|1.800482e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.441903e-07|4.937710e-08|
|GRB171212948|6.656|0.923|1.2377e-06|5.7295e-08|9.344817e+01|2.767617e+01|2.767617e+01|-1.277180e+00|3.802272e-01|3.802272e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.551665e-07|4.938377e-08|
|GRB090610723|146.434|4.419|3.7413e-06|9.2493e-08|1.561727e+02|3.742232e+01|3.742232e+01|-6.724080e-01|4.210074e-01|4.210074e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.190728e-07|4.940332e-08|
|GRB100330309|10.048|0.318|4.3020e-06|5.2969e-08|1.465327e+02|1.296101e+01|1.296101e+01|-5.881926e-01|1.367373e-01|1.367373e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.491476e-07|4.942174e-08|
|GRB170928607|9.216|1.864|1.2673e-06|2.5991e-08|1.547476e+02|2.128247e+01|2.128247e+01|-6.853354e-01|1.803207e-01|1.803207e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.715442e-07|4.947394e-08|
|GRB081109293|58.369|5.221|6.5456e-06|5.8667e-08|1.775000e+07|8.210898e+10|8.210898e+10|-1.627426e+00|4.954135e-02|4.954135e-02|1.000000e+02|0.000000e+00|0.000000e+00|3.157333e-07|4.958638e-08|
|GRB131230529|3.072|1.056|5.9074e-07|3.9786e-08|1.266903e+02|1.722259e+01|1.722259e+01|1.353952e+00|1.274444e+00|1.274444e+00|1.000000e+02|0.000000e+00|0.000000e+00|2.584693e-07|4.962077e-08|
|GRB140610689|134.144|7.455|1.3801e-05|1.2365e-07|1.188308e+02|4.259465e+01|4.259465e+01|-1.229132e+00|4.676801e-01|4.676801e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.778184e-07|4.966732e-08|
|GRB170911267|19.968|3.620|8.9367e-07|1.3466e-08|1.967062e+04|1.407356e+05|1.407356e+05|-1.609674e+00|1.135508e-01|1.135508e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.652919e-07|4.967960e-08|
|GRB131014513|30.208|4.636|1.9481e-06|4.6383e-08|1.390713e+02|3.075655e+01|3.075655e+01|-8.155078e-01|3.351490e-01|3.351490e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.776803e-07|4.972123e-08|
|GRB170825784|65.024|7.331|7.4724e-06|4.8021e-08|1.307139e+02|2.171036e+01|2.171036e+01|-6.839712e-01|2.298514e-01|2.298514e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.236640e-07|4.978361e-08|
|GRB091107635|11.008|10.546|9.3274e-07|4.0412e-08|1.232499e+02|1.961380e+01|1.961380e+01|-4.706919e-01|4.543445e-01|4.543445e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.300826e-07|4.983579e-08|
|GRB091013989|38.400|2.996|2.3031e-06|3.7235e-08|1.373659e+02|2.839266e+01|2.839266e+01|-7.863430e-01|3.325636e-01|3.325636e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.824614e-07|4.986853e-08|
|GRB110118857|34.561|2.360|2.9660e-06|4.3511e-08|1.287328e+02|1.382429e+01|1.382429e+01|-9.402877e-01|1.329613e-01|1.329613e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.489280e-07|4.992373e-08|
|GRB100424729|175.363|1.086|9.2306e-06|4.3390e-08|1.639085e+02|2.513174e+01|2.513174e+01|-1.282784e-01|3.782818e-01|3.782818e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.165665e-07|4.994185e-08|
|GRB140516700|38.144|1.145|2.6435e-06|2.9057e-08|1.504959e+02|5.938499e+01|5.938499e+01|-1.018902e+00|4.633819e-01|4.633819e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.675923e-07|4.995647e-08|
|GRB170124874|22.784|0.572|8.9724e-06|2.3430e-08|1.595113e+02|1.279298e+01|1.279298e+01|2.516574e-01|2.308802e-01|2.308802e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.258319e-07|4.996840e-08|
|GRB100510810|31.169|4.017|3.7181e-06|5.0843e-08|8.754575e+01|2.110154e+01|2.110154e+01|-1.204362e+00|3.754235e-01|3.754235e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.685925e-07|4.997373e-08|
|GRB171126216|165.888|5.910|4.6705e-06|1.0385e-07|1.560382e+02|3.439313e+01|3.439313e+01|-6.365116e-01|4.429438e-01|4.429438e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.645578e-07|4.998804e-08|
|GRB140213807|18.624|0.716|2.1248e-05|6.5441e-08|9.236367e+01|2.695107e+00|2.695107e+00|-9.427146e-01|4.208374e-02|4.208374e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.713071e-06|5.000160e-08|
|GRB121210081|12.800|3.238|2.0243e-06|6.0656e-08|1.105589e+02|5.290066e+01|5.290066e+01|-1.163672e+00|6.749122e-01|6.749122e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.184187e-07|5.004615e-08|
|GRB091015129|3.840|0.590|1.5900e-06|5.5398e-08|7.476122e+01|9.606514e+00|9.606514e+00|2.214203e-01|9.371188e-01|9.371188e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.915366e-07|5.010362e-08|
|GRB130407800|32.000|9.137|1.7462e-06|4.9528e-08|1.805297e+02|8.238354e+01|8.238354e+01|-1.152601e+00|4.336028e-01|4.336028e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.469479e-07|5.014129e-08|
|GRB120118898|17.152|2.111|1.6159e-06|3.3932e-08|1.319771e+02|1.493359e+01|1.493359e+01|-8.751426e-01|1.291688e-01|1.291688e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.715263e-07|5.027206e-08|
|GRB170830069|216.835|4.290|5.1396e-06|5.2222e-08|1.809690e+02|3.835262e+01|3.835262e+01|-5.860497e-01|3.118190e-01|3.118190e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.918961e-07|5.038688e-08|
|GRB110529262|45.825|1.810|6.7793e-06|4.3119e-08|1.312049e+02|8.242294e+00|8.242294e+00|-7.854718e-01|9.157711e-02|9.157711e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.125270e-06|5.039346e-08|
|GRB150127589|60.929|0.810|5.7789e-05|7.8301e-08|1.243572e+02|6.725784e+00|6.725784e+00|-1.099311e+00|5.680442e-02|5.680442e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.639017e-06|5.043712e-08|
|GRB120520949|5.760|1.356|4.4091e-07|1.4104e-08|1.791057e+02|5.055539e+01|5.055539e+01|-9.980888e-01|2.702489e-01|2.702489e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.751017e-07|5.048558e-08|
|GRB140906175|37.633|9.691|1.5513e-06|4.3360e-08|1.214070e+02|3.044542e+01|3.044542e+01|-8.793828e-01|3.642529e-01|3.642529e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.659357e-07|5.049210e-08|
|GRB131211510|44.800|4.971|4.5074e-06|4.6453e-08|1.231654e+02|3.112449e+01|3.112449e+01|-1.250851e+00|2.557638e-01|2.557638e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.681398e-07|5.054627e-08|
|GRB111208353|40.961|4.345|3.2580e-06|3.8710e-08|1.672982e+02|4.962124e+01|4.962124e+01|-7.794456e-01|4.795688e-01|4.795688e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.706685e-07|5.057449e-08|
|GRB150411026|15.360|3.665|7.0261e-07|4.9672e-08|1.055190e+03|6.318386e+03|6.318386e+03|-1.770129e+00|2.016658e-01|2.016658e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.307154e-07|5.059586e-08|
|GRB160220059|8.768|1.231|6.1910e-07|1.3457e-08|2.219143e+02|3.611380e+01|3.611380e+01|1.407153e+00|1.213947e+00|1.213947e+00|1.000000e+02|0.000000e+00|0.000000e+00|2.293396e-07|5.062366e-08|
|GRB160228034|16.128|3.338|7.1933e-07|1.9855e-08|1.106301e+02|5.907274e+01|5.907274e+01|-1.631553e+00|4.224715e-01|4.224715e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.213572e-07|5.065210e-08|
|GRB110119931|205.828|1.864|1.0109e-05|4.5638e-08|1.735208e+02|2.081993e+01|2.081993e+01|-3.110934e-02|2.980135e-01|2.980135e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.496897e-07|5.071545e-08|
|GRB100330856|5.120|0.453|6.1958e-07|1.2690e-08|4.855987e+03|2.872263e+04|2.872263e+04|-1.676776e+00|1.194059e-01|1.194059e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.164167e-07|5.082331e-08|
|GRB150804806|51.201|2.187|6.2914e-06|5.6460e-08|1.721606e+02|3.007309e+01|3.007309e+01|-7.339414e-01|1.892300e-01|1.892300e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.959669e-07|5.084398e-08|
|GRB100315361|35.584|2.290|2.5782e-06|4.3488e-08|1.094341e+05|9.482256e+05|9.482256e+05|-1.313989e+00|1.248429e-01|1.248429e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.147454e-07|5.084785e-08|
|GRB110803783|186.883|2.986|2.9511e-06|5.0470e-08|2.402367e+02|8.838364e+01|8.838364e+01|-1.262062e+00|2.160398e-01|2.160398e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.202054e-07|5.085735e-08|
|GRB110720177|11.200|0.602|5.6281e-06|2.7974e-08|1.555432e+02|1.837579e+01|1.837579e+01|-5.239616e-01|1.870927e-01|1.870927e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.146883e-07|5.086704e-08|
|GRB170711019|15.104|2.769|7.4943e-07|1.9982e-08|4.252897e+03|9.059961e+03|9.059961e+03|-1.426556e+00|1.189898e-01|1.189898e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.276712e-07|5.095103e-08|
|GRB140126815|75.776|2.290|5.3456e-06|4.0424e-08|1.748703e+02|3.302669e+01|3.302669e+01|-7.492610e-01|2.295237e-01|2.295237e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.763069e-07|5.101476e-08|
|GRB111203054|55.553|5.684|4.6467e-06|4.6212e-08|1.518791e+02|1.342105e+01|1.342105e+01|-5.961980e-01|1.270380e-01|1.270380e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.306635e-07|5.102950e-08|
|GRB080730520|17.408|6.229|4.8707e-06|9.8931e-08|1.401453e+02|1.631145e+01|1.631145e+01|-3.714861e-01|2.202765e-01|2.202765e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.253800e-07|5.104002e-08|
|GRB110904124|83.905|3.853|1.1098e-05|6.8514e-08|1.163388e+02|1.392459e+01|1.392459e+01|-1.019753e+00|1.287898e-01|1.287898e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.574585e-07|5.110252e-08|
|GRB100304534|19.008|2.782|4.9027e-06|1.5903e-07|1.174277e+02|1.993898e+01|1.993898e+01|-6.056972e-01|2.853268e-01|2.853268e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.894979e-07|5.110412e-08|
|GRB180411546|29.696|8.452|9.7653e-06|4.6558e-07|2.035239e+02|5.330490e+01|5.330490e+01|-1.914021e-01|7.132378e-01|7.132378e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.810426e-07|5.119620e-08|
|GRB110204179|28.672|6.720|3.0959e-06|6.5805e-08|1.463633e+02|2.723615e+01|2.723615e+01|-6.062415e-01|2.649062e-01|2.649062e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.670300e-07|5.119942e-08|
|GRB100513879|11.136|1.145|3.7117e-06|5.1765e-08|1.411078e+02|1.644450e+01|1.644450e+01|-9.381013e-01|1.310708e-01|1.310708e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.976005e-07|5.122839e-08|
|GRB170402285|7.229|0.602|6.2484e-06|3.2048e-08|1.347206e+02|1.154185e+01|1.154185e+01|-9.631443e-01|8.734035e-02|8.734035e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.067734e-06|5.124018e-08|
|GRB100228873|8.704|2.318|6.9114e-07|1.7624e-08|6.204998e+03|2.483592e+04|2.483592e+04|-1.571170e+00|1.584686e-01|1.584686e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.245762e-07|5.130562e-08|
|GRB131212814|7.424|4.720|4.7458e-07|4.9784e-08|1.333776e+02|7.632105e+01|7.632105e+01|-1.615944e+00|4.136613e-01|4.136613e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.225617e-07|5.130655e-08|
|GRB100728439|10.240|1.846|3.3388e-06|6.4695e-08|1.229047e+02|2.048954e+01|2.048954e+01|-9.260496e-01|1.853950e-01|1.853950e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.035087e-07|5.132378e-08|
|GRB160621497|251.136|6.734|4.6507e-06|4.8434e-08|1.144409e+03|7.212867e+02|7.212867e+02|-1.261574e+00|1.737826e-01|1.737826e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.226962e-07|5.140979e-08|
|GRB110108977|51.456|6.955|2.5114e-06|5.5814e-08|2.066234e+02|2.578096e+01|2.578096e+01|5.177671e+00|2.958437e+00|2.958437e+00|1.000000e+02|0.000000e+00|0.000000e+00|2.618656e-07|5.142451e-08|
|GRB100719825|3.072|3.114|2.7414e-07|2.4917e-08|1.607249e+02|6.143605e+01|6.143605e+01|-8.870682e-01|7.370766e-01|7.370766e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.159705e-07|5.152442e-08|
|GRB090320045|2.368|0.272|4.4470e-07|2.3126e-08|3.549503e+03|1.092723e+04|1.092723e+04|-1.466907e+00|1.140484e-01|1.140484e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.921128e-07|5.155420e-08|
|GRB101220864|31.745|2.187|5.2882e-06|9.0341e-08|1.452982e+02|1.874844e+01|1.874844e+01|-1.015696e+00|1.325117e-01|1.325117e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.227862e-07|5.155945e-08|
|GRB100421917|62.465|1.639|4.2502e-06|4.9617e-08|1.638115e+02|2.987022e+01|2.987022e+01|-2.797505e-01|3.369907e-01|3.369907e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.363276e-07|5.158243e-08|
|GRB141206254|4.608|1.557|5.3660e-07|2.8533e-08|1.676998e+02|3.917247e+01|3.917247e+01|-7.036483e-01|4.375290e-01|4.375290e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.318298e-07|5.158657e-08|
|GRB081206987|22.528|2.919|1.1269e-06|3.4906e-08|1.606846e+02|6.221602e+01|6.221602e+01|-9.002868e-01|5.148797e-01|5.148797e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.500337e-07|5.162001e-08|
|GRB161228553|47.105|15.625|4.6841e-06|6.9431e-08|1.889237e+02|2.240565e+01|2.240565e+01|4.030302e-01|3.523806e-01|3.523806e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.711672e-07|5.172613e-08|
|GRB110702187|34.369|5.736|7.9885e-06|1.3348e-07|1.289235e+02|1.365887e+01|1.365887e+01|3.474351e-02|3.120547e-01|3.120547e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.960135e-07|5.172954e-08|
|GRB140603476|138.242|13.469|1.8618e-05|2.1563e-07|1.504058e+02|2.874958e+01|2.874958e+01|-9.853237e-01|2.011628e-01|2.011628e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.995250e-07|5.175354e-08|
|GRB170901255|8.960|1.280|8.4979e-07|2.3312e-08|1.495971e+02|4.069277e+01|4.069277e+01|-1.083258e+00|2.583427e-01|2.583427e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.743288e-07|5.176783e-08|
|GRB120709883|27.328|0.958|1.3729e-05|3.7510e-08|1.634817e+02|1.031226e+01|1.031226e+01|-6.003076e-01|8.854300e-02|8.854300e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.140629e-06|5.176803e-08|
|GRB180205184|15.360|1.448|2.0606e-06|9.8514e-08|2.509312e+03|1.453498e+04|1.453498e+04|-1.760277e+00|1.129196e-01|1.129196e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.605976e-07|5.178582e-08|
|GRB150827785|10.496|2.673|1.6786e-06|3.2794e-08|1.685932e+02|4.316444e+01|4.316444e+01|-5.747735e-01|3.752574e-01|3.752574e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.530189e-07|5.179071e-08|
|GRB111010660|8.704|2.111|8.7058e-07|3.3439e-08|5.635195e+04|2.311708e+06|2.311708e+06|-1.766646e+00|1.162723e-01|1.162723e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.205286e-07|5.185047e-08|
|GRB140717827|80.640|3.278|5.7864e-06|5.8940e-08|1.392343e+02|3.848840e+01|3.848840e+01|-1.010632e+00|3.059847e-01|3.059847e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.403115e-07|5.188206e-08|
|GRB100727238|23.808|2.769|1.0562e-06|2.2333e-08|8.068359e+05|2.231920e+08|2.231920e+08|-1.622792e+00|7.172537e-02|7.172537e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.390006e-07|5.188732e-08|
|GRB160720275|14.336|4.810|2.2196e-06|5.6115e-08|1.711019e+02|0.000000e+00|0.000000e+00|-7.643403e-01|1.977827e-01|1.977827e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.586852e-07|5.197196e-08|
|GRB160921087|48.897|0.810|3.9127e-06|2.2383e-08|4.924239e+01|2.676029e+01|2.676029e+01|-1.838901e+00|2.132231e-01|2.132231e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.277980e-07|5.197673e-08|
|GRB090511684|7.616|1.605|2.4936e-06|8.4677e-08|1.726050e+02|3.042345e+01|3.042345e+01|-4.097219e-01|2.340797e-01|2.340797e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.672581e-07|5.200077e-08|
|GRB110322558|36.097|1.846|3.5602e-06|3.4730e-08|1.820916e+02|4.704173e+01|4.704173e+01|-8.669688e-01|3.097349e-01|3.097349e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.528745e-07|5.204666e-08|
|GRB161111197|118.528|2.673|2.6455e-06|4.0641e-08|1.162787e+03|4.662964e+03|4.662964e+03|-1.707153e+00|9.770274e-02|9.770274e-02|1.000000e+02|0.000000e+00|0.000000e+00|3.412277e-07|5.219241e-08|
